onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.03204	1.17482	0.03204	1.20686	3.20909	1.17482	2.03466	COLOR	3	greentriangle	green	triangle	1	28	2	0.85984	LONG	2	1	CONGRUENT	NOSWITCH	0.03204	3.20909	1.20686
4.21842	1.19139	4.21842	5.40981	7.41198	1.19139	1.69077	C	1	redcircle	red	circle	4	5	1	0.49938	LONG	2	1	CONGRUENT	NOSWITCH	4.21842	7.41198	5.40981
8.42135	0.198589999999999	8.42135	8.61994	10.6056	0.198589999999999	1.99665	SHAPE	4	greentriangle	green	triangle	1	28	2	1.79806	SHORT	1	1	CONGRUENT	SWITCH	8.42135	10.6056	8.61994
12.60773	0.21515	12.60773	12.82288	14.80845	0.21515	1.18027	S	2	redtriangle	red	triangle	2	28	2	0.96512	SHORT	1	1	INCONGRUENT	NOSWITCH	12.60773	14.80845	12.82288
16.81062	1.20791	16.81062	18.01853	20.02067	1.20791	1.81682	SHAPE	4	redtriangle	red	triangle	2	28	2	0.60891	LONG	2	1	INCONGRUENT	NOSWITCH	16.81062	20.02067	18.01853
21.01361	1.19128	21.01361	22.20489	24.2071	1.19128	2.14188	C	1	redcircle	red	circle	4	5	1	0.9506	LONG	2	1	CONGRUENT	SWITCH	21.01361	24.2071	22.20489
25.21642	1.19148	25.21642	26.4079	28.41002	1.19148	1.82469	COLOR	3	greencircle	green	circle	3	28	2	0.63321	LONG	2	1	INCONGRUENT	NOSWITCH	25.21642	28.41002	26.4079
31.42154	1.19136	31.42154	32.6129	34.61508	1.19136	2.15387	C	1	redcircle	red	circle	4	5	1	0.96251	LONG	2	1	CONGRUENT	NOSWITCH	31.42154	34.61508	32.6129
35.62449	0.181950000000001	35.62449	35.80644	37.80865	0.181950000000001	0.94071	COLOR	3	redcircle	red	circle	4	5	1	0.75876	SHORT	1	1	CONGRUENT	NOSWITCH	35.62449	37.80865	35.80644
38.81799	0.198569999999997	38.81799	39.01656	41.0187	0.198569999999997	1.03169	C	1	greentriangle	green	triangle	1	28	2	0.83312	SHORT	1	1	CONGRUENT	NOSWITCH	38.81799	41.0187	39.01656
43.00446	0.215039999999995	43.00446	43.2195	45.22159	0.215039999999995	1.16630999999999	COLOR	3	greencircle	green	circle	3	28	2	0.95127	SHORT	1	1	INCONGRUENT	NOSWITCH	43.00446	45.22159	43.2195
46.21444	1.19136	46.21444	47.4058	49.40795	1.19136	1.8705	SHAPE	4	greentriangle	green	triangle	1	28	2	0.67914	LONG	2	1	CONGRUENT	SWITCH	46.21444	49.40795	47.4058
50.41733	0.198570000000004	50.41733	50.6159	52.61811	0.198570000000004	0.888030000000004	S	2	redcircle	red	circle	4	5	1	0.68946	SHORT	1	1	CONGRUENT	NOSWITCH	50.41733	52.61811	50.6159
54.62025	0.19858	54.62025	54.81883	56.821	0.19858	1.43803	COLOR	3	redtriangle	red	triangle	2	5	1	1.23945	SHORT	1	1	INCONGRUENT	SWITCH	54.62025	56.821	54.81883
57.81384	0.198630000000001	57.81384	58.01247	60.01459	0.198630000000001	0.807470000000001	C	1	greencircle	green	circle	3	28	2	0.60884	SHORT	1	1	INCONGRUENT	NOSWITCH	57.81384	60.01459	58.01247
61.0239	1.19137	61.0239	62.21527	64.21744	1.19137	1.71846	COLOR	3	redcircle	red	circle	4	5	1	0.52709	LONG	2	1	CONGRUENT	NOSWITCH	61.0239	64.21744	62.21527
65.21026	0.215129999999988	65.21026	65.42539	67.41106	0.215129999999988	0.863949999999988	C	1	redtriangle	red	triangle	2	5	1	0.64882	SHORT	1	1	INCONGRUENT	NOSWITCH	65.21026	67.41106	65.42539
68.42038	0.198490000000007	68.42038	68.61887	70.60453	0.198490000000007	1.22900000000001	S	2	redtriangle	red	triangle	2	28	2	1.03051	SHORT	1	1	INCONGRUENT	SWITCH	68.42038	70.60453	68.61887
