onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.03	1.19382	0.03	1.22382	3.22982	1.19382	1.19382	COLOR	3	greentriangle	green	triangle	1	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	0.03	3.22982	1.22382
4.20793	1.21025	4.20793	5.41818	7.42432	1.21025	1.65235	C	1	redcircle	red	circle	4	5	1	0.4421	LONG	2	1	INCONGRUENT	NOSWITCH	4.20793	7.42432	5.41818
8.41909	0.198969999999999	8.41909	8.61806	10.62407	0.198969999999999	1.42728	SHAPE	4	greentriangle	green	triangle	1	5	1	1.22831	SHORT	1	1	INCONGRUENT	SWITCH	8.41909	10.62407	8.61806
12.61362	0.215570000000001	12.61362	12.82919	14.81866	0.215570000000001	1.20027	S	2	redtriangle	red	triangle	2	28	2	0.9847	SHORT	1	0	CONGRUENT	NOSWITCH	12.61362	14.81866	12.82919
16.80817	1.21022	16.80817	18.01839	20.00795	1.21022	1.93334	SHAPE	4	redtriangle	red	triangle	2	5	1	0.72312	LONG	2	1	CONGRUENT	NOSWITCH	16.80817	20.00795	18.01839
21.01929	1.19363	21.01929	22.21292	24.21902	1.19363	2.21163	C	1	redcircle	red	circle	4	5	1	1.018	LONG	2	1	INCONGRUENT	SWITCH	21.01929	24.21902	22.21292
25.21385	1.21028	25.21385	26.42413	28.41356	1.21028	2.01531	COLOR	3	greencircle	green	circle	3	28	2	0.80503	LONG	2	1	CONGRUENT	NOSWITCH	25.21385	28.41356	26.42413
31.41448	1.1936	31.41448	32.60808	34.6142	1.1936	2.45703	C	1	redcircle	red	circle	4	5	1	1.26343	LONG	2	1	INCONGRUENT	NOSWITCH	31.41448	34.6142	32.60808
35.60895	0.215479999999999	35.60895	35.82443	37.81397	0.215479999999999	1.44538	COLOR	3	redcircle	red	circle	4	5	1	1.2299	SHORT	1	1	INCONGRUENT	NOSWITCH	35.60895	37.81397	35.82443
38.82527	0.199029999999993	38.82527	39.0243	41.03036	0.199029999999993	0.199029999999993	C	1	greentriangle	green	triangle	1	n/a	0	n/a	SHORT	1	0	INCONGRUENT	NOSWITCH	38.82527	41.03036	39.0243
43.01985	0.198920000000001	43.01985	43.21877	45.22484	0.198920000000001	1.57708	COLOR	3	greencircle	green	circle	3	5	1	1.37816	SHORT	1	0	CONGRUENT	NOSWITCH	43.01985	45.22484	43.21877
46.21966	1.19367	46.21966	47.41333	49.41946	1.19367	1.58856	SHAPE	4	greentriangle	green	triangle	1	5	1	0.39489	LONG	2	1	INCONGRUENT	SWITCH	46.21966	49.41946	47.41333
50.41422	0.19896	50.41422	50.61318	52.61924	0.19896	1.41214	S	2	redcircle	red	circle	4	5	1	1.21318	SHORT	1	0	INCONGRUENT	NOSWITCH	50.41422	52.61924	50.61318
54.60882	0.198879999999996	54.60882	54.8077	56.83032	0.198879999999996	0.198879999999996	COLOR	3	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	CONGRUENT	SWITCH	54.60882	56.83032	54.8077
57.82506	0.198990000000002	57.82506	58.02405	60.01358	0.198990000000002	1.30738	C	1	greencircle	green	circle	3	28	2	1.10839	SHORT	1	1	CONGRUENT	NOSWITCH	57.82506	60.01358	58.02405
61.00833	1.21028	61.00833	62.21861	64.22469	1.21028	1.21028	COLOR	3	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	61.00833	64.22469	62.21861
65.21941	0.198909999999998	65.21941	65.41832	67.42446	0.198909999999998	0.198909999999998	C	1	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	65.21941	67.42446	65.41832
68.41918	0.198999999999998	68.41918	68.61818	70.60761	0.198999999999998	1.88494	S	2	redtriangle	red	triangle	2	28	2	1.68594	SHORT	1	0	CONGRUENT	SWITCH	68.41918	70.60761	68.61818
71.61899	0.19896	71.61899	71.81795	73.80749	0.19896	1.62521	SHAPE	4	redtriangle	red	triangle	2	5	1	1.42625	SHORT	1	1	CONGRUENT	NOSWITCH	71.61899	73.80749	71.81795
74.81874	0.199039999999997	74.81874	75.01778	77.00722	0.199039999999997	2.14397	S	2	greentriangle	green	triangle	1	5	1	1.94493	SHORT	1	1	INCONGRUENT	NOSWITCH	74.81874	77.00722	75.01778
78.01854	1.19368	78.01854	79.21222	81.21837	1.19368	2.14035	SHAPE	4	redtriangle	red	triangle	2	5	1	0.94667	LONG	2	1	CONGRUENT	NOSWITCH	78.01854	81.21837	79.21222
82.21314	1.21028	82.21314	83.42342	85.41291	1.21028	2.7894	COLOR	3	redcircle	red	circle	4	5	1	1.57912	LONG	2	1	INCONGRUENT	SWITCH	82.21314	85.41291	83.42342
87.41902	0.198849999999993	87.41902	87.61787	89.62399	0.198849999999993	1.29812999999999	C	1	greencircle	green	circle	3	28	2	1.09928	SHORT	1	1	CONGRUENT	NOSWITCH	87.41902	89.62399	87.61787
90.61871	1.19378	90.61871	91.81249	93.8185	1.19378	2.52654	COLOR	3	greencircle	green	circle	3	28	2	1.33276	LONG	2	1	CONGRUENT	NOSWITCH	90.61871	93.8185	91.81249
94.81332	0.215479999999999	94.81332	95.0288	97.0183	0.215479999999999	1.28871	C	1	redcircle	red	circle	4	5	1	1.07323	SHORT	1	1	INCONGRUENT	NOSWITCH	94.81332	97.0183	95.0288
98.01304	0.21553999999999	98.01304	98.22858	100.21807	0.21553999999999	1.59348999999999	COLOR	3	greencircle	green	circle	3	28	2	1.37795	SHORT	1	1	CONGRUENT	NOSWITCH	98.01304	100.21807	98.22858
101.21285	1.21024	101.21285	102.42309	104.41269	1.21024	1.8153	SHAPE	4	greencircle	green	circle	3	28	2	0.60506	LONG	2	1	CONGRUENT	SWITCH	101.21285	104.41269	102.42309
105.42394	1.19378	105.42394	106.61772	108.62373	1.19378	2.32714	S	2	greentriangle	green	triangle	1	5	1	1.13336	LONG	2	1	INCONGRUENT	NOSWITCH	105.42394	108.62373	106.61772
109.61855	1.19363	109.61855	110.81218	112.81831	1.19363	1.52945	SHAPE	4	greencircle	green	circle	3	28	2	0.33582	LONG	2	1	CONGRUENT	NOSWITCH	109.61855	112.81831	110.81218
114.82443	0.198879999999988	114.82443	115.02331	117.01283	0.198879999999988	1.18882999999999	S	2	redcircle	red	circle	4	5	1	0.98995	SHORT	1	0	INCONGRUENT	NOSWITCH	114.82443	117.01283	115.02331
119.01894	1.19367	119.01894	120.21261	122.2187	1.19367	1.55312	SHAPE	4	greentriangle	green	triangle	1	5	1	0.35945	LONG	2	1	INCONGRUENT	NOSWITCH	119.01894	122.2187	120.21261
