onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.0158	1.20796	0.0158	1.22376	3.20942	1.20796	1.81824	COLOR	3	greencircle	green	circle	3	28	2	0.61028	LONG	2	1	INCONGRUENT	NOSWITCH	0.0158	3.20942	1.22376
4.21871	1.20797	4.21871	5.42668	7.41233	1.20797	1.9099	SHAPE	4	redcircle	red	circle	4	5	1	0.70193	LONG	2	1	CONGRUENT	SWITCH	4.21871	7.41233	5.42668
8.42166	1.19135	8.42166	9.61301	11.61524	1.19135	2.42232	S	2	greencircle	green	circle	3	5	1	1.23097	LONG	2	1	INCONGRUENT	NOSWITCH	8.42166	11.61524	9.61301
12.60799	1.20792	12.60799	13.81591	15.81809	1.20792	1.81477	SHAPE	4	redcircle	red	circle	4	5	1	0.60685	LONG	2	1	CONGRUENT	NOSWITCH	12.60799	15.81809	13.81591
17.8037	1.20795	17.8037	19.01165	21.01386	1.20795	1.67969	S	2	greentriangle	green	triangle	1	28	2	0.47174	LONG	2	1	CONGRUENT	NOSWITCH	17.8037	21.01386	19.01165
22.02321	1.1914	22.02321	23.21461	25.21679	1.1914	1.75662	SHAPE	4	redcircle	red	circle	4	5	1	0.56522	LONG	2	1	CONGRUENT	NOSWITCH	22.02321	25.21679	23.21461
26.2261	0.182100000000002	26.2261	26.4082	28.4103	0.182100000000002	1.22553	S	2	redtriangle	red	triangle	2	28	2	1.04343	SHORT	1	1	INCONGRUENT	NOSWITCH	26.2261	28.4103	26.4082
29.41962	1.19143	29.41962	30.61105	32.61311	1.19143	1.87829	C	1	redcircle	red	circle	4	5	1	0.68686	LONG	2	1	CONGRUENT	SWITCH	29.41962	32.61311	30.61105
34.61536	0.198569999999997	34.61536	34.81393	36.81609	0.198569999999997	0.857909999999997	COLOR	3	greencircle	green	circle	3	28	2	0.65934	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61536	36.81609	34.81393
37.80893	0.215060000000001	37.80893	38.02399	40.00974	0.215060000000001	1.58754	C	1	greentriangle	green	triangle	1	28	2	1.37248	SHORT	1	1	CONGRUENT	NOSWITCH	37.80893	40.00974	38.02399
41.01902	0.198620000000005	41.01902	41.21764	43.21974	0.198620000000005	1.82045000000001	SHAPE	4	redtriangle	red	triangle	2	28	2	1.62183	SHORT	1	1	INCONGRUENT	SWITCH	41.01902	43.21974	41.21764
44.21255	0.198610000000002	44.21255	44.41116	46.41326	0.198610000000002	0.779050000000002	C	1	redtriangle	red	triangle	2	5	1	0.58044	SHORT	1	1	INCONGRUENT	SWITCH	44.21255	46.41326	44.41116
47.42266	1.19144	47.42266	48.6141	50.61619	1.19144	1.78552	COLOR	3	redcircle	red	circle	4	5	1	0.59408	LONG	2	1	CONGRUENT	NOSWITCH	47.42266	50.61619	48.6141
51.62558	1.19139	51.62558	52.81697	54.8191	1.19139	1.62134	C	1	redtriangle	red	triangle	2	5	1	0.42995	LONG	2	1	INCONGRUENT	NOSWITCH	51.62558	54.8191	52.81697
56.80476	1.20786	56.80476	58.01262	60.01481	1.20786	2.10262	S	2	redtriangle	red	triangle	2	28	2	0.89476	LONG	2	1	INCONGRUENT	SWITCH	56.80476	60.01481	58.01262
61.02422	1.19132	61.02422	62.21554	64.21779	1.19132	2.37013	SHAPE	4	redtriangle	red	triangle	2	28	2	1.17881	LONG	2	1	INCONGRUENT	NOSWITCH	61.02422	64.21779	62.21554
65.21056	1.20793	65.21056	66.41849	68.42068	1.20793	1.62383	S	2	redcircle	red	circle	4	5	1	0.4159	LONG	2	1	CONGRUENT	NOSWITCH	65.21056	68.42068	66.41849
70.40635	0.215090000000004	70.40635	70.62144	72.62352	0.215090000000004	0.865470000000004	COLOR	3	greentriangle	green	triangle	1	5	1	0.65038	SHORT	1	0	CONGRUENT	SWITCH	70.40635	72.62352	70.62144
73.61639	1.19137000000001	73.61639	74.80776	76.80991	1.19137000000001	2.21166000000001	S	2	greencircle	green	circle	3	5	1	1.02029	LONG	2	1	INCONGRUENT	SWITCH	73.61639	76.80991	74.80776
78.81212	0.198510000000013	78.81212	79.01063	81.0129	0.198510000000013	1.69412000000001	SHAPE	4	redcircle	red	circle	4	5	1	1.49561	SHORT	1	1	CONGRUENT	NOSWITCH	78.81212	81.0129	79.01063
82.02217	0.198599999999999	82.02217	82.22077	84.22292	0.198599999999999	0.846619999999999	S	2	redtriangle	red	triangle	2	28	2	0.64802	SHORT	1	1	INCONGRUENT	NOSWITCH	82.02217	84.22292	82.22077
86.20859	0.21508	86.20859	86.42367	88.40927	0.21508	1.81648	SHAPE	4	greencircle	green	circle	3	5	1	1.6014	SHORT	1	1	INCONGRUENT	NOSWITCH	86.20859	88.40927	86.42367
91.40428	0.215100000000007	91.40428	91.61938	93.62156	0.215100000000007	0.796160000000007	COLOR	3	redtriangle	red	triangle	2	5	1	0.58106	SHORT	1	1	INCONGRUENT	SWITCH	91.40428	93.62156	91.61938
94.61444	1.19136999999999	94.61444	95.80581	97.80791	1.19136999999999	1.89292999999999	S	2	redcircle	red	circle	4	5	1	0.70156	LONG	2	1	CONGRUENT	SWITCH	94.61444	97.80791	95.80581
100.80288	0.215180000000004	100.80288	101.01806	103.02019	0.215180000000004	0.846450000000004	SHAPE	4	redtriangle	red	triangle	2	28	2	0.63127	SHORT	1	1	INCONGRUENT	NOSWITCH	100.80288	103.02019	101.01806
104.01305	1.19138	104.01305	105.20443	107.2231	1.19138	2.09804	COLOR	3	greentriangle	green	triangle	1	28	2	0.90666	LONG	2	1	CONGRUENT	SWITCH	104.01305	107.2231	105.20443
109.20871	0.215159999999997	109.20871	109.42387	111.40947	0.215159999999997	1.50145	C	1	redtriangle	red	triangle	2	5	1	1.28629	SHORT	1	1	INCONGRUENT	NOSWITCH	109.20871	111.40947	109.42387
113.41163	1.19145999999999	113.41163	114.60309	116.60516	1.19145999999999	1.94860999999999	COLOR	3	greencircle	green	circle	3	28	2	0.75715	LONG	2	1	INCONGRUENT	NOSWITCH	113.41163	116.60516	114.60309
117.6145	0.198579999999993	117.6145	117.81308	119.81531	0.198579999999993	0.938379999999993	C	1	redcircle	red	circle	4	5	1	0.7398	SHORT	1	1	CONGRUENT	NOSWITCH	117.6145	119.81531	117.81308
121.81748	0.198539999999994	121.81748	122.01602	124.01823	0.198539999999994	1.21496999999999	S	2	redcircle	red	circle	4	5	1	1.01643	SHORT	1	1	CONGRUENT	SWITCH	121.81748	124.01823	122.01602
126.00389	1.20780000000001	126.00389	127.21169	129.21393	1.20780000000001	1.71477000000001	SHAPE	4	greentriangle	green	triangle	1	28	2	0.50697	LONG	2	1	CONGRUENT	NOSWITCH	126.00389	129.21393	127.21169
130.22321	1.19143	130.22321	131.41464	133.41687	1.19143	1.74535	C	1	redtriangle	red	triangle	2	5	1	0.55392	LONG	2	1	INCONGRUENT	SWITCH	130.22321	133.41687	131.41464
135.40244	0.215149999999994	135.40244	135.61759	137.61975	0.215149999999994	1.01262999999999	COLOR	3	greentriangle	green	triangle	1	28	2	0.79748	SHORT	1	1	CONGRUENT	NOSWITCH	135.40244	137.61975	135.61759
140.61466	1.19144	140.61466	141.8061	143.80829	1.19144	2.12542	C	1	redcircle	red	circle	4	5	1	0.93398	LONG	2	1	CONGRUENT	NOSWITCH	140.61466	143.80829	141.8061
144.80105	0.215149999999994	144.80105	145.0162	147.00179	0.215149999999994	1.03943999999999	COLOR	3	greencircle	green	circle	3	28	2	0.82429	SHORT	1	1	INCONGRUENT	NOSWITCH	144.80105	147.00179	145.0162
149.02049	1.19149000000002	149.02049	150.21198	152.21405	1.19149000000002	1.85134000000002	C	1	greentriangle	green	triangle	1	28	2	0.65985	LONG	2	1	CONGRUENT	NOSWITCH	149.02049	152.21405	150.21198
154.21627	1.19130999999999	154.21627	155.40758	157.42637	1.19130999999999	1.78285999999999	SHAPE	4	greencircle	green	circle	3	5	1	0.59155	LONG	2	1	INCONGRUENT	SWITCH	154.21627	157.42637	155.40758
158.40261	1.22445999999999	158.40261	159.62707	161.6127	1.22445999999999	1.83323999999999	S	2	greentriangle	green	triangle	1	28	2	0.60878	LONG	2	1	CONGRUENT	NOSWITCH	158.40261	161.6127	159.62707
162.62211	0.18198000000001	162.62211	162.80409	164.82275	0.18198000000001	1.30733000000001	SHAPE	4	redcircle	red	circle	4	5	1	1.12535	SHORT	1	1	CONGRUENT	NOSWITCH	162.62211	164.82275	162.80409
165.81567	0.198569999999989	165.81567	166.01424	168.01642	0.198569999999989	1.51588999999999	S	2	greencircle	green	circle	3	5	1	1.31732	SHORT	1	1	INCONGRUENT	NOSWITCH	165.81567	168.01642	166.01424
169.00915	1.20792	169.00915	170.21707	172.21928	1.20792	1.84226	C	1	greencircle	green	circle	3	28	2	0.63434	LONG	2	1	INCONGRUENT	SWITCH	169.00915	172.21928	170.21707
174.22143	0.198620000000005	174.22143	174.42005	176.42212	0.198620000000005	0.775400000000005	COLOR	3	redcircle	red	circle	4	5	1	0.57678	SHORT	1	1	CONGRUENT	NOSWITCH	174.22143	176.42212	174.42005
178.40781	1.20796999999999	178.40781	179.61578	181.61795	1.20796999999999	2.37480999999999	C	1	redcircle	red	circle	4	5	1	1.16684	LONG	2	1	CONGRUENT	NOSWITCH	178.40781	181.61795	179.61578
183.62005	1.19141000000002	183.62005	184.81146	186.81359	1.19141000000002	1.67476000000002	COLOR	3	greentriangle	green	triangle	1	28	2	0.48335	LONG	2	1	CONGRUENT	NOSWITCH	183.62005	186.81359	184.81146
189.80862	1.20797000000002	189.80862	191.01659	193.01871	1.20797000000002	1.84162000000002	C	1	redtriangle	red	triangle	2	5	1	0.63365	LONG	2	1	INCONGRUENT	NOSWITCH	189.80862	193.01871	191.01659
194.0115	1.19139999999999	194.0115	195.2029	197.20504	1.19139999999999	1.77213999999999	COLOR	3	greencircle	green	circle	3	28	2	0.58074	LONG	2	1	INCONGRUENT	NOSWITCH	194.0115	197.20504	195.2029
199.20724	0.215089999999975	199.20724	199.42233	201.40798	0.215089999999975	1.51009999999998	C	1	greentriangle	green	triangle	1	28	2	1.29501	SHORT	1	1	CONGRUENT	NOSWITCH	199.20724	201.40798	199.42233
203.41012	1.20793	203.41012	204.61805	206.62019	1.20793	1.91051	SHAPE	4	greentriangle	green	triangle	1	28	2	0.70258	LONG	2	1	CONGRUENT	SWITCH	203.41012	206.62019	204.61805
208.60584	0.215129999999988	208.60584	208.82097	210.8066	0.215129999999988	1.53361999999999	S	2	greentriangle	green	triangle	1	28	2	1.31849	SHORT	1	1	CONGRUENT	NOSWITCH	208.60584	210.8066	208.82097
211.81591	1.19141999999999	211.81591	213.00733	215.00949	1.19141999999999	1.75943999999999	C	1	greencircle	green	circle	3	28	2	0.56802	LONG	2	1	INCONGRUENT	SWITCH	211.81591	215.00949	213.00733
216.01884	1.19138999999998	216.01884	217.21023	219.21244	1.19138999999998	1.94417999999998	COLOR	3	greencircle	green	circle	3	28	2	0.75279	LONG	2	1	INCONGRUENT	NOSWITCH	216.01884	219.21244	217.21023
220.22176	1.19143	220.22176	221.41319	223.41534	1.19143	1.74138	C	1	greentriangle	green	triangle	1	28	2	0.54995	LONG	2	1	CONGRUENT	NOSWITCH	220.22176	223.41534	221.41319
225.41747	0.198599999999999	225.41747	225.61607	227.61825	0.198599999999999	0.830959999999999	COLOR	3	greentriangle	green	triangle	1	28	2	0.63236	SHORT	1	1	CONGRUENT	NOSWITCH	225.41747	227.61825	225.61607
229.60389	0.215100000000007	229.60389	229.81899	231.8211	0.215100000000007	1.34076000000001	C	1	redtriangle	red	triangle	2	5	1	1.12566	SHORT	1	1	INCONGRUENT	NOSWITCH	229.60389	231.8211	229.81899
232.81394	0.198550000000012	232.81394	233.01249	235.0147	0.198550000000012	0.725280000000012	COLOR	3	redtriangle	red	triangle	2	5	1	0.52673	SHORT	1	1	INCONGRUENT	NOSWITCH	232.81394	235.0147	233.01249
236.02409	1.19129000000001	236.02409	237.21538	239.21767	1.19129000000001	1.74034000000001	C	1	redtriangle	red	triangle	2	5	1	0.54905	LONG	2	1	INCONGRUENT	NOSWITCH	236.02409	239.21767	237.21538
240.21043	1.20786000000001	240.21043	241.41829	243.4205	1.20786000000001	1.86849000000001	COLOR	3	redcircle	red	circle	4	5	1	0.66063	LONG	2	1	CONGRUENT	NOSWITCH	240.21043	243.4205	241.41829
247.40833	0.21508	247.40833	247.62341	249.62566	0.21508	1.41308	SHAPE	4	greencircle	green	circle	3	5	1	1.198	SHORT	1	1	INCONGRUENT	SWITCH	247.40833	249.62566	247.62341
250.61844	1.19130000000001	250.61844	251.80974	253.81193	1.19130000000001	1.74295000000001	COLOR	3	redcircle	red	circle	4	5	1	0.55165	LONG	2	1	CONGRUENT	SWITCH	250.61844	253.81193	251.80974
254.82133	0.198540000000008	254.82133	255.01987	257.00548	0.198540000000008	0.925990000000008	C	1	greencircle	green	circle	3	28	2	0.72745	SHORT	1	1	INCONGRUENT	NOSWITCH	254.82133	257.00548	255.01987
258.01486	0.198579999999993	258.01486	258.21344	260.21565	0.198579999999993	1.52975999999999	SHAPE	4	greentriangle	green	triangle	1	28	2	1.33118	SHORT	1	1	CONGRUENT	SWITCH	258.01486	260.21565	258.21344
261.20842	0.215149999999994	261.20842	261.42357	263.42566	0.215149999999994	0.215149999999994	S	2	greentriangle	green	triangle	1	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	261.20842	263.42566	261.42357
265.41133	1.20792	265.41133	266.61925	268.60486	1.20792	1.85254	SHAPE	4	redtriangle	red	triangle	2	28	2	0.64462	LONG	2	1	INCONGRUENT	NOSWITCH	265.41133	268.60486	266.61925
269.61422	0.198590000000024	269.61422	269.81281	271.81498	0.198590000000024	1.05844000000002	S	2	redtriangle	red	triangle	2	28	2	0.85985	SHORT	1	1	INCONGRUENT	NOSWITCH	269.61422	271.81498	269.81281
273.81709	1.19142999999997	273.81709	275.00852	277.01067	1.19142999999997	1.76764999999997	SHAPE	4	redtriangle	red	triangle	2	28	2	0.57622	LONG	2	1	INCONGRUENT	NOSWITCH	273.81709	277.01067	275.00852
278.02007	0.19852000000003	278.02007	278.21859	280.20427	0.19852000000003	1.10465000000003	COLOR	3	greencircle	green	circle	3	5	1	0.90613	SHORT	1	0	INCONGRUENT	SWITCH	278.02007	280.20427	278.21859
281.21356	0.198560000000043	281.21356	281.41212	283.41431	0.198560000000043	1.27080000000004	C	1	redtriangle	red	triangle	2	5	1	1.07224	SHORT	1	1	INCONGRUENT	NOSWITCH	281.21356	283.41431	281.41212
285.41649	0.198509999999999	285.41649	285.615	287.61724	0.198509999999999	0.913559999999999	S	2	redtriangle	red	triangle	2	28	2	0.71505	SHORT	1	1	INCONGRUENT	SWITCH	285.41649	287.61724	285.615
289.61939	1.19139000000001	289.61939	290.81078	292.81296	1.19139000000001	1.96335000000001	SHAPE	4	redtriangle	red	triangle	2	28	2	0.77196	LONG	2	1	INCONGRUENT	NOSWITCH	289.61939	292.81296	290.81078
295.8245	0.182079999999985	295.8245	296.00658	298.0087	0.182079999999985	1.32096999999998	S	2	redcircle	red	circle	4	5	1	1.13889	SHORT	1	1	CONGRUENT	NOSWITCH	295.8245	298.0087	296.00658
299.01799	0.198610000000031	299.01799	299.2166	301.2022	0.198610000000031	1.02249000000003	SHAPE	4	greencircle	green	circle	3	5	1	0.82388	SHORT	1	1	INCONGRUENT	NOSWITCH	299.01799	301.2022	299.2166
303.2209	1.19147000000004	303.2209	304.41237	306.4145	1.19147000000004	1.87836000000004	S	2	greencircle	green	circle	3	5	1	0.68689	LONG	2	1	INCONGRUENT	NOSWITCH	303.2209	306.4145	304.41237
308.41665	0.198640000000012	308.41665	308.61529	310.6174	0.198640000000012	0.859420000000012	SHAPE	4	redcircle	red	circle	4	5	1	0.66078	SHORT	1	1	CONGRUENT	NOSWITCH	308.41665	310.6174	308.61529
311.61022	0.215109999999981	311.61022	311.82533	313.81094	0.215109999999981	1.02553999999998	S	2	greentriangle	green	triangle	1	28	2	0.81043	SHORT	1	1	CONGRUENT	NOSWITCH	311.61022	313.81094	311.82533
314.82027	1.19150000000002	314.82027	316.01177	318.01387	1.19150000000002	2.04641000000002	SHAPE	4	greentriangle	green	triangle	1	28	2	0.85491	LONG	2	1	CONGRUENT	NOSWITCH	314.82027	318.01387	316.01177
320.01606	0.198560000000043	320.01606	320.21462	322.21676	0.198560000000043	0.900330000000043	S	2	greencircle	green	circle	3	5	1	0.70177	SHORT	1	1	INCONGRUENT	NOSWITCH	320.01606	322.21676	320.21462
323.20961	0.21508	323.20961	323.42469	325.41036	0.21508	1.01498	SHAPE	4	greentriangle	green	triangle	1	28	2	0.7999	SHORT	1	1	CONGRUENT	NOSWITCH	323.20961	325.41036	323.42469
327.41253	1.19135999999997	327.41253	328.60389	330.60603	1.19135999999997	2.12366999999997	S	2	greencircle	green	circle	3	5	1	0.93231	LONG	2	1	INCONGRUENT	NOSWITCH	327.41253	330.60603	328.60389
331.61539	1.19141999999999	331.61539	332.80681	334.80895	1.19141999999999	2.13726999999999	SHAPE	4	greencircle	green	circle	3	5	1	0.94585	LONG	2	1	INCONGRUENT	NOSWITCH	331.61539	334.80895	332.80681
336.81114	0.215119999999956	336.81114	337.02626	339.01186	0.215119999999956	1.74941999999996	S	2	redtriangle	red	triangle	2	28	2	1.5343	SHORT	1	1	INCONGRUENT	NOSWITCH	336.81114	339.01186	337.02626
340.00471	0.215110000000038	340.00471	340.21982	342.22195	0.215110000000038	0.916220000000038	SHAPE	4	greentriangle	green	triangle	1	28	2	0.70111	SHORT	1	1	CONGRUENT	NOSWITCH	340.00471	342.22195	340.21982
344.22408	1.19137000000001	344.22408	345.41545	347.41763	1.19137000000001	1.87894000000001	S	2	redcircle	red	circle	4	5	1	0.68757	LONG	2	1	CONGRUENT	NOSWITCH	344.22408	347.41763	345.41545
348.41047	0.215180000000032	348.41047	348.62565	350.61125	0.215180000000032	1.59582000000003	COLOR	3	redcircle	red	circle	4	5	1	1.38064	SHORT	1	1	CONGRUENT	SWITCH	348.41047	350.61125	348.62565
351.62058	1.19142999999997	351.62058	352.81201	354.81407	1.19142999999997	1.78441999999997	C	1	greencircle	green	circle	3	28	2	0.59299	LONG	2	1	INCONGRUENT	NOSWITCH	351.62058	354.81407	352.81201
356.8163	1.19141999999999	356.8163	358.00772	360.00986	1.19141999999999	2.62188999999999	COLOR	3	greentriangle	green	triangle	1	28	2	1.43047	LONG	2	1	CONGRUENT	NOSWITCH	356.8163	360.00986	358.00772
361.01919	1.19137000000001	361.01919	362.21056	364.2128	1.19137000000001	2.20484000000001	C	1	redcircle	red	circle	4	5	1	1.01347	LONG	2	1	CONGRUENT	NOSWITCH	361.01919	364.2128	362.21056
365.22215	0.182009999999991	365.22215	365.40416	367.42283	0.182009999999991	0.653519999999991	COLOR	3	redcircle	red	circle	4	5	1	0.47151	SHORT	1	1	CONGRUENT	NOSWITCH	365.22215	367.42283	365.40416
368.4157	0.198519999999974	368.4157	368.61422	370.6164	0.198519999999974	1.21625999999997	C	1	greencircle	green	circle	3	28	2	1.01774	SHORT	1	1	INCONGRUENT	NOSWITCH	368.4157	370.6164	368.61422
371.6092	0.215100000000007	371.6092	371.8243	373.80993	0.215100000000007	0.741320000000007	COLOR	3	redcircle	red	circle	4	5	1	0.52622	SHORT	1	1	CONGRUENT	NOSWITCH	371.6092	373.80993	371.8243
374.81933	0.198560000000043	374.81933	375.01789	377.02004	0.198560000000043	0.817750000000043	C	1	redtriangle	red	triangle	2	5	1	0.61919	SHORT	1	1	INCONGRUENT	NOSWITCH	374.81933	377.02004	375.01789
378.01282	0.198560000000043	378.01282	378.21138	380.21365	0.198560000000043	1.26713000000004	S	2	greentriangle	green	triangle	1	28	2	1.06857	SHORT	1	1	CONGRUENT	SWITCH	378.01282	380.21365	378.21138
381.20642	1.20793000000003	381.20642	382.41435	384.41649	1.20793000000003	1.82495000000003	SHAPE	4	greencircle	green	circle	3	5	1	0.61702	LONG	2	1	INCONGRUENT	NOSWITCH	381.20642	384.41649	382.41435
385.40931	1.20796999999999	385.40931	386.61728	388.61942	1.20796999999999	2.30284999999999	S	2	redcircle	red	circle	4	5	1	1.09488	LONG	2	1	CONGRUENT	NOSWITCH	385.40931	388.61942	386.61728
389.61224	0.198579999999993	389.61224	389.81082	391.81297	0.198579999999993	1.45508999999999	COLOR	3	greentriangle	green	triangle	1	28	2	1.25651	SHORT	1	1	CONGRUENT	SWITCH	389.61224	391.81297	389.81082
393.81513	0.198569999999961	393.81513	394.0137	396.01592	0.198569999999961	1.42180999999996	C	1	greentriangle	green	triangle	1	28	2	1.22324	SHORT	1	1	CONGRUENT	NOSWITCH	393.81513	396.01592	394.0137
397.00865	1.20791000000003	397.00865	398.21656	400.21877	1.20791000000003	1.88206000000003	COLOR	3	redtriangle	red	triangle	2	5	1	0.67415	LONG	2	1	INCONGRUENT	NOSWITCH	397.00865	400.21877	398.21656
