onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.0299	1.19372	0.0299	1.22362	3.21308	1.19372	2.58937	COLOR	3	greencircle	green	circle	3	5	1	1.39565	LONG	2	0	INCONGRUENT	NOSWITCH	0.0299	3.21308	1.22362
4.22445	1.19373	4.22445	5.41818	7.4242	1.19373	2.15512	SHAPE	4	redcircle	red	circle	4	28	2	0.96139	LONG	2	0	CONGRUENT	SWITCH	4.22445	7.4242	5.41818
8.41902	1.19366	8.41902	9.61268	11.63529	1.19366	1.19366	S	2	greencircle	green	circle	3	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	8.41902	11.63529	9.61268
12.61347	1.21032	12.61347	13.82379	15.81327	1.21032	2.45483	SHAPE	4	redcircle	red	circle	4	5	1	1.24451	LONG	2	1	CONGRUENT	NOSWITCH	12.61347	15.81327	13.82379
17.81939	1.19372	17.81939	19.01311	21.01917	1.19372	1.99789	S	2	greentriangle	green	triangle	1	28	2	0.80417	LONG	2	1	CONGRUENT	NOSWITCH	17.81939	21.01917	19.01311
22.01394	1.21026	22.01394	23.2242	25.21366	1.21026	2.04078	SHAPE	4	redcircle	red	circle	4	5	1	0.83052	LONG	2	1	CONGRUENT	NOSWITCH	22.01394	25.21366	23.2242
26.22504	0.198910000000001	26.22504	26.42395	28.41352	0.198910000000001	1.00365	S	2	redtriangle	red	triangle	2	28	2	0.80474	SHORT	1	1	INCONGRUENT	NOSWITCH	26.22504	28.41352	26.42395
29.42476	1.19377	29.42476	30.61853	32.62458	1.19377	2.42797	C	1	redcircle	red	circle	4	5	1	1.2342	LONG	2	1	CONGRUENT	SWITCH	29.42476	32.62458	30.61853
34.61407	0.21555	34.61407	34.82962	36.81914	0.21555	1.04827	COLOR	3	greencircle	green	circle	3	28	2	0.83272	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61407	36.81914	34.82962
37.8139	0.198970000000003	37.8139	38.01287	40.0189	0.198970000000003	1.35918	C	1	greentriangle	green	triangle	1	28	2	1.16021	SHORT	1	1	CONGRUENT	NOSWITCH	37.8139	40.0189	38.01287
41.01365	0.21555	41.01365	41.2292	43.21876	0.21555	1.69202	SHAPE	4	redtriangle	red	triangle	2	28	2	1.47647	SHORT	1	1	INCONGRUENT	SWITCH	41.01365	43.21876	41.2292
44.21341	0.215619999999994	44.21341	44.42903	46.41855	0.215619999999994	1.31944999999999	C	1	redtriangle	red	triangle	2	5	1	1.10383	SHORT	1	1	INCONGRUENT	SWITCH	44.21341	46.41855	44.42903
47.41323	1.21025	47.41323	48.62348	50.61303	1.21025	1.85234	COLOR	3	redcircle	red	circle	4	5	1	0.64209	LONG	2	1	CONGRUENT	NOSWITCH	47.41323	50.61303	48.62348
51.6244	1.19362	51.6244	52.81802	54.80761	1.19362	1.83701	C	1	redtriangle	red	triangle	2	5	1	0.64339	LONG	2	1	INCONGRUENT	NOSWITCH	51.6244	54.80761	52.81802
56.81359	1.21032	56.81359	58.02391	60.01338	1.21032	2.47703	S	2	redtriangle	red	triangle	2	28	2	1.26671	LONG	2	1	INCONGRUENT	SWITCH	56.81359	60.01338	58.02391
61.02473	1.19371	61.02473	62.21844	64.22455	1.19371	1.65858	SHAPE	4	redtriangle	red	triangle	2	28	2	0.46487	LONG	2	1	INCONGRUENT	NOSWITCH	61.02473	64.22455	62.21844
65.21927	1.19376000000001	65.21927	66.41303	68.41914	1.19376000000001	2.29419000000001	S	2	redcircle	red	circle	4	5	1	1.10043	LONG	2	1	CONGRUENT	NOSWITCH	65.21927	68.41914	66.41303
70.40865	0.215510000000009	70.40865	70.62416	72.61367	0.215510000000009	1.92858000000001	COLOR	3	greentriangle	green	triangle	1	5	1	1.71307	SHORT	1	0	CONGRUENT	SWITCH	70.40865	72.61367	70.62416
73.62497	1.19364	73.62497	74.81861	76.82473	1.19364	2.78836	S	2	greencircle	green	circle	3	5	1	1.59472	LONG	2	1	INCONGRUENT	SWITCH	73.62497	76.82473	74.81861
78.81427	0.21547000000001	78.81427	79.02974	81.01927	0.21547000000001	1.57592000000001	SHAPE	4	redcircle	red	circle	4	5	1	1.36045	SHORT	1	1	CONGRUENT	NOSWITCH	78.81427	81.01927	79.02974
82.01405	0.215519999999998	82.01405	82.22957	84.21903	0.215519999999998	1.29308	S	2	redtriangle	red	triangle	2	28	2	1.07756	SHORT	1	1	INCONGRUENT	NOSWITCH	82.01405	84.21903	82.22957
86.20857	0.215540000000004	86.20857	86.42411	88.41363	0.215540000000004	1.97203	SHAPE	4	greencircle	green	circle	3	5	1	1.75649	SHORT	1	1	INCONGRUENT	NOSWITCH	86.20857	88.41363	86.42411
91.41442	0.215549999999993	91.41442	91.62997	93.61944	0.215549999999993	1.89220999999999	COLOR	3	redtriangle	red	triangle	2	28	2	1.67666	SHORT	1	0	INCONGRUENT	SWITCH	91.41442	93.61944	91.62997
94.6142	1.21034	94.6142	95.82454	97.81399	1.21034	2.89763	S	2	redcircle	red	circle	4	5	1	1.68729	LONG	2	1	CONGRUENT	SWITCH	94.6142	97.81399	95.82454
100.81481	0.198930000000004	100.81481	101.01374	103.01992	0.198930000000004	1.16096	SHAPE	4	redtriangle	red	triangle	2	28	2	0.96203	SHORT	1	1	INCONGRUENT	NOSWITCH	100.81481	103.01992	101.01374
104.01464	1.21025	104.01464	105.22489	107.21437	1.21025	2.56066	COLOR	3	greentriangle	green	triangle	1	28	2	1.35041	LONG	2	1	CONGRUENT	SWITCH	104.01464	107.21437	105.22489
109.22052	0.198950000000011	109.22052	109.41947	111.4255	0.198950000000011	1.28970000000001	C	1	redtriangle	red	triangle	2	5	1	1.09075	SHORT	1	1	INCONGRUENT	NOSWITCH	109.22052	111.4255	109.41947
113.41507	1.21031000000001	113.41507	114.62538	116.61478	1.21031000000001	1.78309000000001	COLOR	3	greencircle	green	circle	3	28	2	0.57278	LONG	2	1	INCONGRUENT	NOSWITCH	113.41507	116.61478	114.62538
117.62621	0.182320000000004	117.62621	117.80853	119.81464	0.182320000000004	0.941980000000004	C	1	redcircle	red	circle	4	5	1	0.75966	SHORT	1	1	CONGRUENT	NOSWITCH	117.62621	119.81464	117.80853
121.82078	0.198850000000007	121.82078	122.01963	124.00919	0.198850000000007	1.40655000000001	S	2	redcircle	red	circle	4	5	1	1.2077	SHORT	1	1	CONGRUENT	SWITCH	121.82078	124.00919	122.01963
126.01528	1.21021999999999	126.01528	127.2255	129.21499	1.21021999999999	2.79183999999999	SHAPE	4	greentriangle	green	triangle	1	28	2	1.58162	LONG	2	1	CONGRUENT	NOSWITCH	126.01528	129.21499	127.2255
130.22638	1.19371999999998	130.22638	131.4201	133.42612	1.19371999999998	1.19371999999998	C	1	redtriangle	red	triangle	2	n/a	0	n/a	LONG	2	0	INCONGRUENT	SWITCH	130.22638	133.42612	131.4201
135.4156	0.199039999999997	135.4156	135.61464	137.62062	0.199039999999997	1.51328	COLOR	3	greentriangle	green	triangle	1	28	2	1.31424	SHORT	1	1	CONGRUENT	NOSWITCH	135.4156	137.62062	135.61464
140.6215	1.19374999999999	140.6215	141.81525	143.8213	1.19374999999999	1.88146999999999	C	1	redcircle	red	circle	4	5	1	0.68772	LONG	2	1	CONGRUENT	NOSWITCH	140.6215	143.8213	141.81525
144.8161	0.198949999999996	144.8161	145.01505	147.02114	0.198949999999996	1.02835	COLOR	3	greencircle	green	circle	3	28	2	0.8294	SHORT	1	1	INCONGRUENT	NOSWITCH	144.8161	147.02114	145.01505
149.01054	1.21033	149.01054	150.22087	152.21038	1.21033	2.18169	C	1	greentriangle	green	triangle	1	28	2	0.97136	LONG	2	1	CONGRUENT	NOSWITCH	149.01054	152.21038	150.22087
154.21648	1.21019000000001	154.21648	155.42667	157.41627	1.21019000000001	3.18291000000001	SHAPE	4	greencircle	green	circle	3	5	1	1.97272	LONG	2	1	INCONGRUENT	SWITCH	154.21648	157.41627	155.42667
158.41103	1.21019999999999	158.41103	159.62123	161.61079	1.21019999999999	1.70012999999999	S	2	greentriangle	green	triangle	1	28	2	0.48993	LONG	2	1	CONGRUENT	NOSWITCH	158.41103	161.61079	159.62123
162.62212	0.198880000000003	162.62212	162.821	164.81052	0.198880000000003	1.09886	SHAPE	4	redcircle	red	circle	4	5	1	0.89998	SHORT	1	1	CONGRUENT	NOSWITCH	162.62212	164.81052	162.821
165.82195	0.19896	165.82195	166.02091	168.01043	0.19896	1.4375	S	2	greencircle	green	circle	3	5	1	1.23854	SHORT	1	1	INCONGRUENT	NOSWITCH	165.82195	168.01043	166.02091
169.02178	1.19358	169.02178	170.21536	172.22146	1.19358	1.82394	C	1	greencircle	green	circle	3	28	2	0.63036	LONG	2	1	INCONGRUENT	SWITCH	169.02178	172.22146	170.21536
174.21105	0.198910000000012	174.21105	174.40996	176.43262	0.198910000000012	0.198910000000012	COLOR	3	redcircle	red	circle	4	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	174.21105	176.43262	174.40996
178.42204	1.19377	178.42204	179.61581	181.60526	1.19377	2.34264	C	1	redcircle	red	circle	4	5	1	1.14887	LONG	2	1	CONGRUENT	NOSWITCH	178.42204	181.60526	179.61581
183.6114	1.21024	183.6114	184.82164	186.81111	1.21024	2.61597	COLOR	3	greentriangle	green	triangle	1	28	2	1.40573	LONG	2	1	CONGRUENT	NOSWITCH	183.6114	186.81111	184.82164
189.82871	1.19368	189.82871	191.02239	193.02843	1.19368	2.33583	C	1	redtriangle	red	triangle	2	5	1	1.14215	LONG	2	1	INCONGRUENT	NOSWITCH	189.82871	193.02843	191.02239
194.00668	1.21025	194.00668	195.21693	197.2064	1.21025	1.98963	COLOR	3	greencircle	green	circle	3	28	2	0.77938	LONG	2	1	INCONGRUENT	NOSWITCH	194.00668	197.2064	195.21693
199.21236	0.199039999999997	199.21236	199.4114	201.41746	0.199039999999997	0.853709999999997	C	1	greentriangle	green	triangle	1	28	2	0.65467	SHORT	1	1	CONGRUENT	NOSWITCH	199.21236	201.41746	199.4114
203.40698	1.21021999999999	203.40698	204.6172	206.62334	1.21021999999999	2.06339999999999	SHAPE	4	greentriangle	green	triangle	1	28	2	0.85318	LONG	2	1	CONGRUENT	SWITCH	203.40698	206.62334	204.6172
208.61279	0.199060000000003	208.61279	208.81185	210.81787	0.199060000000003	1.3818	S	2	greentriangle	green	triangle	1	28	2	1.18274	SHORT	1	1	CONGRUENT	NOSWITCH	208.61279	210.81787	208.81185
211.8127	1.19367	211.8127	213.00637	215.01242	1.19367	2.00869	C	1	greencircle	green	circle	3	5	1	0.81502	LONG	2	0	INCONGRUENT	SWITCH	211.8127	215.01242	213.00637
216.0238	1.19358	216.0238	217.21738	219.22347	1.19358	1.81084	COLOR	3	greencircle	green	circle	3	28	2	0.61726	LONG	2	1	INCONGRUENT	NOSWITCH	216.0238	219.22347	217.21738
220.21823	1.19372999999999	220.21823	221.41196	223.41802	1.19372999999999	2.61230999999999	C	1	greentriangle	green	triangle	1	28	2	1.41858	LONG	2	1	CONGRUENT	NOSWITCH	220.21823	223.41802	221.41196
225.40756	0.215480000000014	225.40756	225.62304	227.61261	0.215480000000014	0.916730000000014	COLOR	3	greentriangle	green	triangle	1	28	2	0.70125	SHORT	1	1	CONGRUENT	NOSWITCH	225.40756	227.61261	225.62304
229.61863	0.199010000000015	229.61863	229.81764	231.82369	0.199010000000015	0.971080000000015	C	1	redtriangle	red	triangle	2	5	1	0.77207	SHORT	1	1	INCONGRUENT	NOSWITCH	229.61863	231.82369	229.81764
232.81851	0.198949999999996	232.81851	233.01746	235.02358	0.198949999999996	0.661789999999996	COLOR	3	redtriangle	red	triangle	2	5	1	0.46284	SHORT	1	1	INCONGRUENT	NOSWITCH	232.81851	235.02358	233.01746
236.0183	1.21025	236.0183	237.22855	239.21805	1.21025	1.59089	C	1	redtriangle	red	triangle	2	5	1	0.38064	LONG	2	1	INCONGRUENT	NOSWITCH	236.0183	239.21805	237.22855
240.21272	1.21036000000001	240.21272	241.42308	243.41251	1.21036000000001	1.66536000000001	COLOR	3	redcircle	red	circle	4	5	1	0.455	LONG	2	1	CONGRUENT	NOSWITCH	240.21272	243.41251	241.42308
247.40809	0.215530000000001	247.40809	247.62362	249.61316	0.215530000000001	1.18778	SHAPE	4	greencircle	green	circle	3	5	1	0.97225	SHORT	1	1	INCONGRUENT	SWITCH	247.40809	249.61316	247.62362
250.62455	1.19364999999999	250.62455	251.8182	253.82439	1.19364999999999	2.28395999999999	COLOR	3	redcircle	red	circle	4	5	1	1.09031	LONG	2	1	CONGRUENT	SWITCH	250.62455	253.82439	251.8182
254.81898	0.198979999999978	254.81898	255.01796	257.02408	0.198979999999978	1.40703999999998	C	1	greencircle	green	circle	3	28	2	1.20806	SHORT	1	1	INCONGRUENT	NOSWITCH	254.81898	257.02408	255.01796
258.01878	0.198989999999981	258.01878	258.21777	260.22384	0.198989999999981	1.09921999999998	SHAPE	4	greentriangle	green	triangle	1	28	2	0.90023	SHORT	1	1	CONGRUENT	SWITCH	258.01878	260.22384	258.21777
261.21862	0.198930000000018	261.21862	261.41755	263.42364	0.198930000000018	0.921510000000018	S	2	greentriangle	green	triangle	1	28	2	0.72258	SHORT	1	1	CONGRUENT	NOSWITCH	261.21862	263.42364	261.41755
265.41314	1.21024999999997	265.41314	266.62339	268.61291	1.21024999999997	2.05356999999997	SHAPE	4	redtriangle	red	triangle	2	28	2	0.84332	LONG	2	1	INCONGRUENT	NOSWITCH	265.41314	268.61291	266.62339
269.62422	0.198990000000038	269.62422	269.82321	271.81275	0.198990000000038	0.818890000000038	S	2	redtriangle	red	triangle	2	28	2	0.6199	SHORT	1	1	INCONGRUENT	NOSWITCH	269.62422	271.81275	269.82321
273.8189	1.21024	273.8189	275.02914	277.01864	1.21024	1.84841	SHAPE	4	redtriangle	red	triangle	2	28	2	0.63817	LONG	2	1	INCONGRUENT	NOSWITCH	273.8189	277.01864	275.02914
278.01343	0.198859999999968	278.01343	278.21229	280.21837	0.198859999999968	2.03066999999997	COLOR	3	greencircle	green	circle	3	28	2	1.83181	SHORT	1	1	INCONGRUENT	SWITCH	278.01343	280.21837	278.21229
281.21308	0.21559000000002	281.21308	281.42867	283.41812	0.21559000000002	1.18524000000002	C	1	redtriangle	red	triangle	2	5	1	0.96965	SHORT	1	1	INCONGRUENT	NOSWITCH	281.21308	283.41812	281.42867
285.40762	0.215620000000001	285.40762	285.62324	287.61269	0.215620000000001	1.83542	S	2	redtriangle	red	triangle	2	28	2	1.6198	SHORT	1	1	INCONGRUENT	SWITCH	285.40762	287.61269	285.62324
289.61875	1.19376	289.61875	290.81251	292.81852	1.19376	1.60074	SHAPE	4	redtriangle	red	triangle	2	28	2	0.40698	LONG	2	1	INCONGRUENT	NOSWITCH	289.61875	292.81852	290.81251
295.81945	0.198969999999974	295.81945	296.01842	298.00793	0.198969999999974	0.967079999999974	S	2	redcircle	red	circle	4	5	1	0.76811	SHORT	1	1	CONGRUENT	NOSWITCH	295.81945	298.00793	296.01842
299.01925	0.198879999999974	299.01925	299.21813	301.22426	0.198879999999974	0.960149999999974	SHAPE	4	greencircle	green	circle	3	5	1	0.76127	SHORT	1	1	INCONGRUENT	NOSWITCH	299.01925	301.22426	299.21813
