onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.03233	1.17496	0.03233	1.20729	3.20938	1.17496	1.97754	COLOR	3	greencircle	green	circle	3	5	1	0.80258	LONG	2	1	INCONGRUENT	NOSWITCH	0.03233	3.20938	1.20729
4.21877	1.19138	4.21877	5.41015	7.4123	1.19138	1.95801	SHAPE	4	redcircle	red	circle	4	28	2	0.76663	LONG	2	1	CONGRUENT	SWITCH	4.21877	7.4123	5.41015
8.42164	1.19143	8.42164	9.61307	11.61521	1.19143	2.18254	S	2	greencircle	green	circle	3	28	2	0.99111	LONG	2	1	INCONGRUENT	NOSWITCH	8.42164	11.61521	9.61307
12.62457	1.19135	12.62457	13.81592	15.81816	1.19135	1.80958	SHAPE	4	redcircle	red	circle	4	28	2	0.61823	LONG	2	1	CONGRUENT	NOSWITCH	12.62457	15.81816	13.81592
17.80374	1.20792	17.80374	19.01166	21.01382	1.20792	2.00216	S	2	greentriangle	green	triangle	1	5	1	0.79424	LONG	2	1	CONGRUENT	NOSWITCH	17.80374	21.01382	19.01166
22.02325	1.19133	22.02325	23.21458	25.21677	1.19133	1.86172	SHAPE	4	redcircle	red	circle	4	28	2	0.67039	LONG	2	1	CONGRUENT	NOSWITCH	22.02325	25.21677	23.21458
26.20965	0.215019999999999	26.20965	26.42467	28.41027	0.215019999999999	1.96355	S	2	redtriangle	red	triangle	2	5	1	1.74853	SHORT	1	1	INCONGRUENT	NOSWITCH	26.20965	28.41027	26.42467
29.41962	1.19142	29.41962	30.61104	32.61325	1.19142	1.8652	C	1	redcircle	red	circle	4	28	2	0.67378	LONG	2	1	CONGRUENT	SWITCH	29.41962	32.61325	30.61104
34.61542	0.198529999999998	34.61542	34.81395	36.81616	0.198529999999998	1.43028	COLOR	3	greencircle	green	circle	3	5	1	1.23175	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61542	36.81616	34.81395
37.82547	0.198569999999997	37.82547	38.02404	40.0097	0.198569999999997	0.869239999999997	C	1	greentriangle	green	triangle	1	5	1	0.67067	SHORT	1	1	CONGRUENT	NOSWITCH	37.82547	40.0097	38.02404
41.01903	0.198619999999998	41.01903	41.21765	43.20325	0.198619999999998	1.4389	SHAPE	4	redtriangle	red	triangle	2	5	1	1.24028	SHORT	1	1	INCONGRUENT	SWITCH	41.01903	43.20325	41.21765
44.21259	0.198540000000001	44.21259	44.41113	46.41338	0.198540000000001	1.02889	C	1	redtriangle	red	triangle	2	28	2	0.83035	SHORT	1	1	INCONGRUENT	SWITCH	44.21259	46.41338	44.41113
47.40609	1.20796	47.40609	48.61405	50.61626	1.20796	1.7688	COLOR	3	redcircle	red	circle	4	28	2	0.56084	LONG	2	1	CONGRUENT	NOSWITCH	47.40609	50.61626	48.61405
51.60904	1.20793	51.60904	52.81697	54.81916	1.20793	1.87706	C	1	redtriangle	red	triangle	2	28	2	0.66913	LONG	2	1	INCONGRUENT	NOSWITCH	51.60904	54.81916	52.81697
56.82138	1.19132	56.82138	58.0127	60.01485	1.19132	2.1454	S	2	redtriangle	red	triangle	2	5	1	0.95408	LONG	2	1	INCONGRUENT	SWITCH	56.82138	60.01485	58.0127
61.00767	1.20793	61.00767	62.2156	64.21773	1.20793	2.0316	SHAPE	4	redtriangle	red	triangle	2	5	1	0.82367	LONG	2	1	INCONGRUENT	NOSWITCH	61.00767	64.21773	62.2156
65.21061	1.20788999999999	65.21061	66.4185	68.42067	1.20788999999999	2.04494999999999	S	2	redcircle	red	circle	4	28	2	0.83706	LONG	2	1	CONGRUENT	NOSWITCH	65.21061	68.42067	66.4185
70.40633	0.19850000000001	70.40633	70.60483	72.62356	0.19850000000001	1.53083000000001	COLOR	3	greentriangle	green	triangle	1	5	1	1.33233	SHORT	1	1	CONGRUENT	SWITCH	70.40633	72.62356	70.60483
73.61642	1.20791	73.61642	74.82433	76.80997	1.20791	2.0806	S	2	greencircle	green	circle	3	28	2	0.87269	LONG	2	1	INCONGRUENT	SWITCH	73.61642	76.80997	74.82433
78.81216	0.198519999999988	78.81216	79.01068	81.01281	0.198519999999988	1.80778999999999	SHAPE	4	redcircle	red	circle	4	28	2	1.60927	SHORT	1	1	CONGRUENT	NOSWITCH	78.81216	81.01281	79.01068
82.00561	0.198579999999993	82.00561	82.20419	84.22298	0.198579999999993	1.44812999999999	S	2	redtriangle	red	triangle	2	5	1	1.24955	SHORT	1	1	INCONGRUENT	NOSWITCH	82.00561	84.22298	82.20419
86.20855	0.215149999999994	86.20855	86.4237	88.40933	0.215149999999994	1.15462999999999	SHAPE	4	greencircle	green	circle	3	28	2	0.93948	SHORT	1	1	INCONGRUENT	NOSWITCH	86.20855	88.40933	86.4237
91.42086	0.198560000000001	91.42086	91.61942	93.62155	0.198560000000001	0.89846	COLOR	3	redtriangle	red	triangle	2	28	2	0.6999	SHORT	1	1	INCONGRUENT	SWITCH	91.42086	93.62155	91.61942
94.61445	1.20786	94.61445	95.82231	97.80798	1.20786	1.96437	S	2	redcircle	red	circle	4	28	2	0.75651	LONG	2	1	CONGRUENT	SWITCH	94.61445	97.80798	95.82231
100.81952	0.198530000000005	100.81952	101.01805	103.02024	0.198530000000005	1.13069000000001	SHAPE	4	redtriangle	red	triangle	2	5	1	0.93216	SHORT	1	1	INCONGRUENT	NOSWITCH	100.81952	103.02024	101.01805
104.01303	1.2079	104.01303	105.22093	107.2231	1.2079	1.68731	COLOR	3	greentriangle	green	triangle	1	5	1	0.47941	LONG	2	1	CONGRUENT	SWITCH	104.01303	107.2231	105.22093
109.20875	0.215050000000005	109.20875	109.4238	111.40945	0.215050000000005	1.82054000000001	C	1	redtriangle	red	triangle	2	28	2	1.60549	SHORT	1	1	INCONGRUENT	NOSWITCH	109.20875	111.40945	109.4238
113.41167	1.2079	113.41167	114.61957	116.62176	1.2079	1.75363	COLOR	3	greencircle	green	circle	3	5	1	0.54573	LONG	2	1	INCONGRUENT	NOSWITCH	113.41167	116.62176	114.61957
117.61459	0.198489999999993	117.61459	117.81308	119.8153	0.198489999999993	1.14235999999999	C	1	redcircle	red	circle	4	28	2	0.94387	SHORT	1	1	CONGRUENT	NOSWITCH	117.61459	119.8153	117.81308
121.81753	0.198520000000002	121.81753	122.01605	124.01823	0.198520000000002	1.1569	S	2	redcircle	red	circle	4	28	2	0.95838	SHORT	1	1	CONGRUENT	SWITCH	121.81753	124.01823	122.01605
126.02033	1.19143	126.02033	127.21176	129.2139	1.19143	2.28324	SHAPE	4	greentriangle	green	triangle	1	5	1	1.09181	LONG	2	1	CONGRUENT	NOSWITCH	126.02033	129.2139	127.21176
130.20674	1.20788999999999	130.20674	131.41463	133.41689	1.20788999999999	2.92045999999999	C	1	redtriangle	red	triangle	2	28	2	1.71257	LONG	2	1	INCONGRUENT	SWITCH	130.20674	133.41689	131.41463
135.41902	0.198520000000002	135.41902	135.61754	137.61971	0.198520000000002	0.900090000000002	COLOR	3	greentriangle	green	triangle	1	5	1	0.70157	SHORT	1	1	CONGRUENT	NOSWITCH	135.41902	137.61971	135.61754
140.61473	1.2079	140.61473	141.82263	143.80826	1.2079	1.7828	C	1	redcircle	red	circle	4	28	2	0.5749	LONG	2	1	CONGRUENT	NOSWITCH	140.61473	143.80826	141.82263
144.81768	0.198570000000018	144.81768	145.01625	147.01837	0.198570000000018	1.46448000000002	COLOR	3	greencircle	green	circle	3	5	1	1.26591	SHORT	1	1	INCONGRUENT	NOSWITCH	144.81768	147.01837	145.01625
149.02057	1.19136	149.02057	150.21193	152.21411	1.19136	1.8474	C	1	greentriangle	green	triangle	1	5	1	0.65604	LONG	2	1	CONGRUENT	NOSWITCH	149.02057	152.21411	150.21193
154.21622	1.20793	154.21622	155.42415	157.42634	1.20793	1.85339	SHAPE	4	greencircle	green	circle	3	28	2	0.64546	LONG	2	1	INCONGRUENT	SWITCH	154.21622	157.42634	155.42415
158.41912	1.19141000000002	158.41912	159.61053	161.61272	1.19141000000002	2.08013000000002	S	2	greentriangle	green	triangle	1	5	1	0.88872	LONG	2	1	CONGRUENT	NOSWITCH	158.41912	161.61272	159.61053
162.60553	0.215130000000016	162.60553	162.82066	164.82281	0.215130000000016	1.10366000000002	SHAPE	4	redcircle	red	circle	4	28	2	0.88853	SHORT	1	1	CONGRUENT	NOSWITCH	162.60553	164.82281	162.82066
165.81573	0.198469999999986	165.81573	166.0142	168.01632	0.198469999999986	1.32871999999999	S	2	greencircle	green	circle	3	28	2	1.13025	SHORT	1	1	INCONGRUENT	NOSWITCH	165.81573	168.01632	166.0142
169.00918	1.20789000000002	169.00918	170.21707	172.21922	1.20789000000002	1.97525000000002	C	1	greencircle	green	circle	3	5	1	0.76736	LONG	2	1	INCONGRUENT	SWITCH	169.00918	172.21922	170.21707
174.22147	0.198529999999977	174.22147	174.42	176.42222	0.198529999999977	1.71796999999998	COLOR	3	redcircle	red	circle	4	28	2	1.51944	SHORT	1	1	CONGRUENT	NOSWITCH	174.22147	176.42222	174.42
