onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02997	1.19373	0.02997	1.2237	3.21322	1.19373	2.21142	COLOR	3	greencircle	green	circle	3	5	1	1.01769	LONG	2	1	INCONGRUENT	NOSWITCH	0.02997	3.21322	1.2237
4.22457	1.19363	4.22457	5.4182	7.42427	1.19363	1.99859	SHAPE	4	redcircle	red	circle	4	28	2	0.80496	LONG	2	1	CONGRUENT	SWITCH	4.22457	7.42427	5.4182
8.4191	1.19361	8.4191	9.61271	11.61883	1.19361	2.69031	S	2	greencircle	green	circle	3	28	2	1.4967	LONG	2	1	INCONGRUENT	NOSWITCH	8.4191	11.61883	9.61271
12.61364	1.21028	12.61364	13.82392	15.81343	1.21028	1.86274	SHAPE	4	redcircle	red	circle	4	28	2	0.65246	LONG	2	1	CONGRUENT	NOSWITCH	12.61364	15.81343	13.82392
17.81949	1.19371	17.81949	19.0132	21.01921	1.19371	2.22091	S	2	greentriangle	green	triangle	1	5	1	1.0272	LONG	2	1	CONGRUENT	NOSWITCH	17.81949	21.01921	19.0132
22.01396	1.21029	22.01396	23.22425	25.21382	1.21029	2.90847	SHAPE	4	redcircle	red	circle	4	28	2	1.69818	LONG	2	1	CONGRUENT	NOSWITCH	22.01396	25.21382	23.22425
26.20848	0.21557	26.20848	26.42405	28.41353	0.21557	1.30328	S	2	redtriangle	red	triangle	2	5	1	1.08771	SHORT	1	1	INCONGRUENT	NOSWITCH	26.20848	28.41353	26.42405
29.40828	1.21032	29.40828	30.6186	32.62466	1.21032	3.12739	C	1	redcircle	red	circle	4	28	2	1.91707	LONG	2	1	CONGRUENT	SWITCH	29.40828	32.62466	30.6186
34.61424	0.21546	34.61424	34.8297	36.81922	0.21546	1.2538	COLOR	3	greencircle	green	circle	3	5	1	1.03834	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61424	36.81922	34.8297
37.81399	0.19903	37.81399	38.01302	40.01905	0.19903	1.17775	C	1	greentriangle	green	triangle	1	5	1	0.97872	SHORT	1	1	CONGRUENT	NOSWITCH	37.81399	40.01905	38.01302
41.01378	0.215560000000004	41.01378	41.22934	43.21883	0.215560000000004	1.52578	SHAPE	4	redtriangle	red	triangle	2	5	1	1.31022	SHORT	1	1	INCONGRUENT	SWITCH	41.01378	43.21883	41.22934
44.21358	0.215539999999997	44.21358	44.42912	46.41864	0.215539999999997	0.215539999999997	C	1	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	SWITCH	44.21358	46.41864	44.42912
47.41336	1.21026000000001	47.41336	48.62362	50.61307	1.21026000000001	1.80227000000001	COLOR	3	redcircle	red	circle	4	28	2	0.59201	LONG	2	1	CONGRUENT	NOSWITCH	47.41336	50.61307	48.62362
51.62449	1.19367	51.62449	52.81816	54.82421	1.19367	2.13944	C	1	redtriangle	red	triangle	2	28	2	0.94577	LONG	2	1	INCONGRUENT	NOSWITCH	51.62449	54.82421	52.81816
56.8137	1.2103	56.8137	58.024	60.01353	1.2103	2.19874	S	2	redtriangle	red	triangle	2	5	1	0.98844	LONG	2	1	INCONGRUENT	SWITCH	56.8137	60.01353	58.024
61.00828	1.21024	61.00828	62.21852	64.22464	1.21024	2.1994	SHAPE	4	redtriangle	red	triangle	2	5	1	0.98916	LONG	2	1	INCONGRUENT	NOSWITCH	61.00828	64.22464	62.21852
65.21937	1.19372	65.21937	66.41309	68.41916	1.19372	2.13697	S	2	redcircle	red	circle	4	28	2	0.94325	LONG	2	1	CONGRUENT	NOSWITCH	65.21937	68.41916	66.41309
70.40874	0.21547000000001	70.40874	70.62421	72.6137	0.21547000000001	1.55726000000001	COLOR	3	greentriangle	green	triangle	1	5	1	1.34179	SHORT	1	1	CONGRUENT	SWITCH	70.40874	72.6137	70.62421
73.62508	1.19367	73.62508	74.81875	76.80828	1.19367	2.62131	S	2	greencircle	green	circle	3	28	2	1.42764	LONG	2	1	INCONGRUENT	SWITCH	73.62508	76.80828	74.81875
78.81436	0.215510000000009	78.81436	79.02987	81.01932	0.215510000000009	1.27781000000001	SHAPE	4	redcircle	red	circle	4	28	2	1.0623	SHORT	1	1	CONGRUENT	NOSWITCH	78.81436	81.01932	79.02987
82.01416	0.215549999999993	82.01416	82.22971	84.21918	0.215549999999993	1.75929999999999	S	2	redtriangle	red	triangle	2	5	1	1.54375	SHORT	1	1	INCONGRUENT	NOSWITCH	82.01416	84.21918	82.22971
86.20869	0.215479999999999	86.20869	86.42417	88.41375	0.215479999999999	2.06404	SHAPE	4	greencircle	green	circle	3	28	2	1.84856	SHORT	1	1	INCONGRUENT	NOSWITCH	86.20869	88.41375	86.42417
91.41456	0.215560000000011	91.41456	91.63012	93.6196	0.215560000000011	0.215560000000011	COLOR	3	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	SWITCH	91.41456	93.6196	91.63012
94.61432	1.21026999999999	94.61432	95.82459	97.8141	1.21026999999999	2.96460999999999	S	2	redcircle	red	circle	4	28	2	1.75434	LONG	2	1	CONGRUENT	SWITCH	94.61432	97.8141	95.82459
100.81498	0.19896	100.81498	101.01394	103.00336	0.19896	1.82455	SHAPE	4	redtriangle	red	triangle	2	5	1	1.62559	SHORT	1	1	INCONGRUENT	NOSWITCH	100.81498	103.00336	101.01394
104.01468	1.2103	104.01468	105.22498	107.2145	1.2103	1.7814	COLOR	3	greentriangle	green	triangle	1	5	1	0.5711	LONG	2	1	CONGRUENT	SWITCH	104.01468	107.2145	105.22498
109.20397	0.215609999999998	109.20397	109.41958	111.42561	0.215609999999998	0.215609999999998	C	1	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	INCONGRUENT	NOSWITCH	109.20397	111.42561	109.41958
113.41523	1.21017000000001	113.41523	114.6254	116.61496	1.21017000000001	2.64365000000001	COLOR	3	greencircle	green	circle	3	5	1	1.43348	LONG	2	1	INCONGRUENT	NOSWITCH	113.41523	116.61496	114.6254
117.60962	0.215609999999998	117.60962	117.82523	119.83129	0.215609999999998	0.215609999999998	C	1	redcircle	red	circle	4	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	117.60962	119.83129	117.82523
121.82079	0.198970000000003	121.82079	122.01976	124.02577	0.198970000000003	0.198970000000003	S	2	redcircle	red	circle	4	n/a	0	n/a	SHORT	1	0	CONGRUENT	SWITCH	121.82079	124.02577	122.01976
126.01535	1.19373	126.01535	127.20908	129.21507	1.19373	2.67676	SHAPE	4	greentriangle	green	triangle	1	5	1	1.48303	LONG	2	1	CONGRUENT	NOSWITCH	126.01535	129.21507	127.20908
130.20984	1.21028999999999	130.20984	131.42013	133.40964	1.21028999999999	3.16361999999999	C	1	redtriangle	red	triangle	2	28	2	1.95333	LONG	2	1	INCONGRUENT	SWITCH	130.20984	133.40964	131.42013
135.41575	0.198900000000009	135.41575	135.61465	137.6208	0.198900000000009	0.933250000000009	COLOR	3	greentriangle	green	triangle	1	5	1	0.73435	SHORT	1	1	CONGRUENT	NOSWITCH	135.41575	137.6208	135.61465
140.62164	1.19359999999998	140.62164	141.81524	143.8214	1.19359999999998	2.67622999999998	C	1	redcircle	red	circle	4	28	2	1.48263	LONG	2	1	CONGRUENT	NOSWITCH	140.62164	143.8214	141.81524
144.81612	0.19892999999999	144.81612	145.01505	147.02119	0.19892999999999	1.46146999999999	COLOR	3	greencircle	green	circle	3	5	1	1.26254	SHORT	1	1	INCONGRUENT	NOSWITCH	144.81612	147.02119	145.01505
149.01063	1.21036000000001	149.01063	150.22099	152.21047	1.21036000000001	2.96629000000001	C	1	greentriangle	green	triangle	1	5	1	1.75593	LONG	2	1	CONGRUENT	NOSWITCH	149.01063	152.21047	150.22099
154.21648	1.19378	154.21648	155.41026	157.41632	1.19378	2.31384	SHAPE	4	greencircle	green	circle	3	28	2	1.12006	LONG	2	1	INCONGRUENT	SWITCH	154.21648	157.41632	155.41026
158.41108	1.21029999999999	158.41108	159.62138	161.61083	1.21029999999999	2.98656999999999	S	2	greentriangle	green	triangle	1	5	1	1.77627	LONG	2	1	CONGRUENT	NOSWITCH	158.41108	161.61083	159.62138
162.62225	0.198939999999993	162.62225	162.82119	164.82721	0.198939999999993	1.74273999999999	SHAPE	4	redcircle	red	circle	4	28	2	1.5438	SHORT	1	1	CONGRUENT	NOSWITCH	162.62225	164.82721	162.82119
165.82203	0.198849999999993	165.82203	166.02088	168.01044	0.198849999999993	1.91638999999999	S	2	greencircle	green	circle	3	28	2	1.71754	SHORT	1	1	INCONGRUENT	NOSWITCH	165.82203	168.01044	166.02088
169.02175	1.19372000000001	169.02175	170.21547	172.22158	1.19372000000001	1.95030000000001	C	1	greencircle	green	circle	3	5	1	0.75658	LONG	2	1	INCONGRUENT	SWITCH	169.02175	172.22158	170.21547
174.21104	0.215490000000017	174.21104	174.42653	176.41611	0.215490000000017	1.84121000000002	COLOR	3	redcircle	red	circle	4	28	2	1.62572	SHORT	1	1	CONGRUENT	NOSWITCH	174.21104	176.41611	174.42653
178.42217	1.19369	178.42217	179.61586	181.62199	1.19369	1.84697	C	1	redcircle	red	circle	4	28	2	0.65328	LONG	2	1	CONGRUENT	NOSWITCH	178.42217	181.62199	179.61586
183.61144	1.21032000000002	183.61144	184.82176	186.8113	1.21032000000002	1.61590000000002	COLOR	3	greentriangle	green	triangle	1	5	1	0.40558	LONG	2	1	CONGRUENT	NOSWITCH	183.61144	186.8113	184.82176
189.81212	1.21023	189.81212	191.02235	193.01182	1.21023	2.308	C	1	redtriangle	red	triangle	2	5	1	1.09777	LONG	2	0	INCONGRUENT	NOSWITCH	189.81212	193.01182	191.02235
194.02325	1.19362000000001	194.02325	195.21687	197.22295	1.19362000000001	1.79942000000001	COLOR	3	greencircle	green	circle	3	5	1	0.6058	LONG	2	1	INCONGRUENT	NOSWITCH	194.02325	197.22295	195.21687
199.21253	0.215540000000004	199.21253	199.42807	201.41755	0.215540000000004	0.215540000000004	C	1	greentriangle	green	triangle	1	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	199.21253	201.41755	199.42807
203.40699	1.21026999999998	203.40699	204.61726	206.60685	1.21026999999998	1.21714999999998	SHAPE	4	greentriangle	green	triangle	1	5	1	0.00688	LONG	2	1	CONGRUENT	SWITCH	203.40699	206.60685	204.61726
208.61289	0.215580000000017	208.61289	208.82847	210.81795	0.215580000000017	1.59531000000002	S	2	greentriangle	green	triangle	1	5	1	1.37973	SHORT	1	1	CONGRUENT	NOSWITCH	208.61289	210.81795	208.82847
211.81267	1.21025	211.81267	213.02292	215.01246	1.21025	1.87126	C	1	greencircle	green	circle	3	5	1	0.66101	LONG	2	1	INCONGRUENT	SWITCH	211.81267	215.01246	213.02292
216.02375	1.19372999999999	216.02375	217.21748	219.20705	1.19372999999999	1.87026999999999	COLOR	3	greencircle	green	circle	3	5	1	0.67654	LONG	2	1	INCONGRUENT	NOSWITCH	216.02375	219.20705	217.21748
220.21835	1.19364000000002	220.21835	221.41199	223.41811	1.19364000000002	2.21001000000002	C	1	greentriangle	green	triangle	1	5	1	1.01637	LONG	2	1	CONGRUENT	NOSWITCH	220.21835	223.41811	221.41199
