onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.0298346610702538	1.06196930592978	1.06196930592978	1	BALOON	28	CASHOUT	0	0	0	5	0.0298346610702538
14.8515809464752	0.765165368524777	0.765165368524777	2	CONTROL	5	ACCEPT	1	0	0	0	14.8515809464752
16.824547943475	0.598199923525044	0.598199923525044	2	CONTROL	5	ACCEPT	1	0	0	0	16.824547943475
19.593313219475	0.482434643524812	0.482434643524812	2	CONTROL	5	ACCEPT	1	0	0	0	19.593313219475
21.1849143068798	0.547030687120241	0.547030687120241	2	CONTROL	5	ACCEPT	1	0	0	0	21.1849143068798
24.8654072526651	0.444482055334902	0.444482055334902	2	CONTROL	5	ACCEPT	1	0	0	0	24.8654072526651
30.9168353034752	0.637037977524869	0.637037977524869	3	BALOON	5	ACCEPT	1	5	5	5	30.9168353034752
33.8845516657134	0	0	3	BALOON	n/a	EXPLODE	1	0	5	5	33.8845516657134
37.44903625507	0.664902682930006	0.664902682930006	4	CONTROL	5	ACCEPT	1	0	0	0	37.44903625507
47.8110126970701	0.530871118930008	0.530871118930008	5	CONTROL	5	ACCEPT	1	0	0	0	47.8110126970701
49.9000583360707	0.425686401928942	0.425686401928942	5	CONTROL	5	ACCEPT	1	0	0	0	49.9000583360707
52.9671473480707	0.30460724392924	0.30460724392924	5	CONTROL	5	ACCEPT	1	0	0	0	52.9671473480707
54.7412171604751	0.482528692525193	0.482528692525193	5	CONTROL	5	ACCEPT	1	0	0	0	54.7412171604751
58.0238723054758	0.438004987524437	0.438004987524437	5	CONTROL	5	ACCEPT	1	0	0	0	58.0238723054758
61.4226273974759	0.485318480524256	0.485318480524256	5	CONTROL	5	ACCEPT	1	0	0	0	61.4226273974759
64.3902159784752	0.410606677524811	0.410606677524811	5	CONTROL	5	ACCEPT	1	0	0	0	64.3902159784752
66.23059642007	0.544150549930237	0.544150549930237	5	CONTROL	5	ACCEPT	1	0	0	0	66.23059642007
68.8501185908794	0.362628771120399	0.362628771120399	5	CONTROL	5	ACCEPT	1	0	0	0	68.8501185908794
71.0716831130708	0.383065335929132	0.383065335929132	5	CONTROL	5	ACCEPT	1	0	0	0	71.0716831130708
73.4591320614759	0.463615036524061	0.463615036524061	5	CONTROL	5	ACCEPT	1	0	0	0	73.4591320614759
81.8978775430701	0.656869309929789	0.656869309929789	6	CONTROL	5	ACCEPT	1	0	0	0	81.8978775430701
85.1805836024755	0.291163576524013	0.291163576524013	6	CONTROL	5	ACCEPT	1	0	0	0	85.1805836024755
86.7721451994753	0.317620215524585	0.317620215524585	6	CONTROL	5	ACCEPT	1	0	0	0	86.7721451994753
89.5575176060706	0.303229183929034	0.303229183929034	6	CONTROL	5	ACCEPT	1	0	0	0	89.5575176060706
90.9833437310704	0.331408688929514	0.331408688929514	6	CONTROL	5	ACCEPT	1	0	0	0	90.9833437310704
