onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02991	1.19375	0.02991	1.22366	3.21307	1.19375	1.90812	COLOR	3	greentriangle	green	triangle	1	5	1	0.71437	LONG	2	1	CONGRUENT	NOSWITCH	0.02991	3.21307	1.22366
4.22442	1.19375	4.22442	5.41817	7.40766	1.19375	1.57728	C	1	redcircle	red	circle	4	28	2	0.38353	LONG	2	1	CONGRUENT	NOSWITCH	4.22442	7.40766	5.41817
8.41892	0.199	8.41892	8.61792	10.60744	0.199	1.34813	SHAPE	4	greentriangle	green	triangle	1	5	1	1.14913	SHORT	1	1	CONGRUENT	SWITCH	8.41892	10.60744	8.61792
12.61355	0.21551	12.61355	12.82906	14.81857	0.21551	1.52588	S	2	redtriangle	red	triangle	2	5	1	1.31037	SHORT	1	1	INCONGRUENT	NOSWITCH	12.61355	14.81857	12.82906
16.82466	1.19371	16.82466	18.01837	20.00786	1.19371	1.85832	SHAPE	4	redtriangle	red	triangle	2	5	1	0.66461	LONG	2	1	INCONGRUENT	NOSWITCH	16.82466	20.00786	18.01837
21.01912	1.19375	21.01912	22.21287	24.21893	1.19375	1.88198	C	1	redcircle	red	circle	4	28	2	0.68823	LONG	2	1	CONGRUENT	SWITCH	21.01912	24.21893	22.21287
25.21368	1.19375	25.21368	26.40743	28.41344	1.19375	1.65805	COLOR	3	greencircle	green	circle	3	5	1	0.4643	LONG	2	1	INCONGRUENT	NOSWITCH	25.21368	28.41344	26.40743
31.41437	1.21027	31.41437	32.62464	34.61415	1.21027	2.14529	C	1	redcircle	red	circle	4	28	2	0.93502	LONG	2	1	CONGRUENT	NOSWITCH	31.41437	34.61415	32.62464
35.60883	0.215540000000004	35.60883	35.82437	37.81391	0.215540000000004	0.866830000000004	COLOR	3	redcircle	red	circle	4	28	2	0.65129	SHORT	1	1	CONGRUENT	NOSWITCH	35.60883	37.81391	35.82437
38.82526	0.182339999999996	38.82526	39.0076	41.01371	0.182339999999996	1.01	C	1	greentriangle	green	triangle	1	5	1	0.82766	SHORT	1	1	CONGRUENT	NOSWITCH	38.82526	41.01371	39.0076
43.01971	0.19905	43.01971	43.21876	45.20825	0.19905	1.16956	COLOR	3	greencircle	green	circle	3	5	1	0.97051	SHORT	1	1	INCONGRUENT	NOSWITCH	43.01971	45.20825	43.21876
