onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.0290744651233581	0.870775123876683	0.870775123876683	1	CONTROL	5	ACCEPT	1	0	0	0	0.0290744651233581
2.79778992661477	0.806919105385532	0.806919105385532	1	CONTROL	5	ACCEPT	1	0	0	0	2.79778992661477
5.88153091397407	1.36117867502617	1.36117867502617	1	CONTROL	28	CASHOUT	1	0	0	0	5.88153091397407
17.3046268731232	5.20008277687703	5.20008277687703	1	CONTROL	5	ACCEPT	1	0	0	0	17.3046268731232
5.88153091397407	1.36117867502617	1.36117867502617	1	CONTROL	28	CASHOUT	1	0	0	0	5.88153091397407
n/a	n/a	n/a	1	CONTROL	5	ACCEPT	1	0	0	0	n/a
5.88153091397407	1.36117867502617	1.36117867502617	1	CONTROL	28	CASHOUT	1	0	0	0	5.88153091397407
n/a	n/a	n/a	1	CONTROL	5	ACCEPT	1	0	0	0	n/a
5.88153091397407	1.36117867502617	1.36117867502617	1	CONTROL	28	CASHOUT	1	0	0	0	5.88153091397407
40.1673448308075	0.739365122192794	0.739365122192794	2	BALOON	5	ACCEPT	1	5	5	5	40.1673448308075
43.1681940279127	0.692518033087254	0.692518033087254	2	BALOON	5	ACCEPT	1	5	10	5	43.1681940279127
46.0695112629128	0	0	2	BALOON	n/a	EXPLODE	1	0	10	5	46.0695112629128
57.3101691931233	0.480538522876941	0.480538522876941	3	BALOON	5	ACCEPT	0	5	5	5	57.3101691931233
59.4986162851233	0.85509316887692	0.85509316887692	3	BALOON	5	ACCEPT	0	5	10	5	59.4986162851233
61.6042562732728	1.3234533607274	1.3234533607274	3	BALOON	28	CASHOUT	0	0	10	5	61.6042562732728
68.7664536681232	1.42825561687687	1.42825561687687	4	BALOON	5	ACCEPT	0	5	5	5	68.7664536681232
72.0159068699741	0.547804399026063	0.547804399026063	4	BALOON	5	ACCEPT	0	5	10	5	72.0159068699741
74.5027954298253	2.12791504717507	2.12791504717507	4	BALOON	5	ACCEPT	0	5	15	5	74.5027954298253
79.1947241791231	0.423986674877142	0.423986674877142	4	BALOON	28	CASHOUT	0	0	15	5	79.1947241791231
85.527957529825	0.371750674175019	0.371750674175019	5	BALOON	5	ACCEPT	0	5	5	5	85.527957529825
88.8439846529564	2.36372416504355	2.36372416504355	5	BALOON	5	ACCEPT	0	5	10	5	88.8439846529564
94.1325622299742	1.50714680002602	1.50714680002602	5	BALOON	28	CASHOUT	0	0	10	5	94.1325622299742
100.001680375807	1.3260292341929	1.3260292341929	6	CONTROL	5	ACCEPT	1	0	0	0	100.001680375807
