onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
2.01581	1.19141	2.01581	3.20722	5.226	1.19141	2.7159	COLOR	3	greencircle	green	circle	3	28	2	1.52449	LONG	2	1	CONGRUENT	NOSWITCH	0.01581	3.226	1.20722
6.20219	1.208	6.20219	7.41019	9.42883	1.208	1.208	SHAPE	4	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	INCONGRUENT	SWITCH	4.20219	7.42883	5.41019
10.42172	1.19133	10.42172	11.61305	13.6152	1.19133	2.73246	S	2	greencircle	green	circle	3	28	2	1.54113	LONG	2	1	CONGRUENT	NOSWITCH	8.42172	11.6152	9.61305
14.608	1.20796	14.608	15.81596	17.81814	1.20796	2.89908	SHAPE	4	redcircle	red	circle	4	5	1	1.69112	LONG	2	0	INCONGRUENT	NOSWITCH	12.608	15.81814	13.81596
19.80375	1.20794	19.80375	21.01169	23.03039	1.20794	1.20794	S	2	greentriangle	green	triangle	1	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	17.80375	21.03039	19.01169
24.02326	1.19131	24.02326	25.21457	27.23333	1.19131	1.19131	SHAPE	4	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	INCONGRUENT	NOSWITCH	22.02326	25.23333	23.21457
28.20953	0.215149999999998	28.20953	28.42468	30.42682	0.215149999999998	0.215149999999998	S	2	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	CONGRUENT	NOSWITCH	26.20953	28.42682	26.42468
31.40312	1.20793	31.40312	32.61105	34.62975	1.20793	1.20793	C	1	redcircle	red	circle	4	n/a	0	n/a	LONG	2	0	INCONGRUENT	SWITCH	29.40312	32.62975	30.61105
36.61539	0.198630000000001	36.61539	36.81402	38.81608	0.198630000000001	1.31109	COLOR	3	greencircle	green	circle	3	28	2	1.11246	SHORT	1	1	CONGRUENT	NOSWITCH	34.61539	36.81608	34.81402
39.80893	0.198570000000004	39.80893	40.0075	42.02625	0.198570000000004	0.198570000000004	C	1	greentriangle	green	triangle	1	n/a	0	n/a	SHORT	1	0	INCONGRUENT	NOSWITCH	37.80893	40.02625	38.0075
