onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.031615186000181	1.02585942199994	1.02585942199994	1	BALOON	5	ACCEPT	0	5	5	5	0.031615186000181
2.38130063200015	0.766152884999883	0.766152884999883	1	BALOON	5	ACCEPT	0	5	10	5	2.38130063200015
4.74746202400001	0.727013829000043	0.727013829000043	1	BALOON	5	ACCEPT	0	5	15	5	4.74746202400001
7.44461520000004	7.3148614820002	7.3148614820002	1	BALOON	5	ACCEPT	0	5	20	5	7.44461520000004
15.9497295350002	1.62774962499998	1.62774962499998	1	BALOON	28	CASHOUT	0	0	20	5	15.9497295350002
24.123887922	0.778585606999968	0.778585606999968	2	BALOON	5	ACCEPT	1	5	5	5	24.123887922
26.8872923610002	0	0	2	BALOON	n/a	EXPLODE	1	0	5	5	26.8872923610002
37.6426833810001	1.06279032900011	1.06279032900011	3	CONTROL	5	ACCEPT	1	0	0	0	37.6426833810001
40.9355536210001	0.449924887000179	0.449924887000179	3	CONTROL	5	ACCEPT	1	0	0	0	40.9355536210001
44.1787777300001	0.426699371999803	0.426699371999803	3	CONTROL	5	ACCEPT	1	0	0	0	44.1787777300001
46.032080769	0.445401027000116	0.445401027000116	3	CONTROL	5	ACCEPT	1	0	0	0	46.032080769
49.20910392	0.645379179999964	0.645379179999964	3	CONTROL	5	ACCEPT	1	0	0	0	49.20910392
51.376655044	0.651826884000002	0.651826884000002	3	CONTROL	28	CASHOUT	1	0	0	0	51.376655044
57.5982333330003	0.731253331999596	0.731253331999596	4	BALOON	5	ACCEPT	0	5	5	5	57.5982333330003
59.9810036540002	0.552501906999623	0.552501906999623	4	BALOON	5	ACCEPT	0	5	10	5	59.9810036540002
62.6450571589999	0.402428328000042	0.402428328000042	4	BALOON	5	ACCEPT	0	5	15	5	62.6450571589999
65.4580172569999	0.623532670000259	0.623532670000259	4	BALOON	5	ACCEPT	0	5	20	5	65.4580172569999
69.0486844480001	0.734803534000093	0.734803534000093	4	BALOON	5	ACCEPT	0	5	25	5	69.0486844480001
71.530708495	0.626786158999948	0.626786158999948	4	BALOON	28	CASHOUT	0	0	25	5	71.530708495
76.7099142120001	0.570573738999883	0.570573738999883	5	BALOON	5	ACCEPT	0	5	5	5	76.7099142120001
78.7286122969999	0.484868752000239	0.484868752000239	5	BALOON	5	ACCEPT	0	5	10	5	78.7286122969999
80.5818726820003	0.657612867999887	0.657612867999887	5	BALOON	5	ACCEPT	0	5	15	5	80.5818726820003
82.4681931069999	0.563296859000275	0.563296859000275	5	BALOON	5	ACCEPT	0	5	20	5	82.4681931069999
85.4797378200001	0.881748898999831	0.881748898999831	5	BALOON	5	ACCEPT	0	5	25	5	85.4797378200001
88.1272248959999	0.650259554000058	0.650259554000058	5	BALOON	28	CASHOUT	0	0	25	5	88.1272248959999
92.2805174630003	0.782969547999983	0.782969547999983	6	BALOON	5	ACCEPT	1	5	5	5	92.2805174630003
95.2589527230002	0.443540938999831	0.443540938999831	6	BALOON	5	ACCEPT	1	5	10	5	95.2589527230002
98.0720354529999	0	0	6	BALOON	n/a	EXPLODE	1	0	10	5	98.0720354529999
101.414394374	0.614095550999991	0.614095550999991	7	BALOON	5	ACCEPT	0	5	5	5	101.414394374
103.764057578	0.317436538000038	0.317436538000038	7	BALOON	5	ACCEPT	0	5	10	5	103.764057578
105.203616998	0.541866472000038	0.541866472000038	7	BALOON	5	ACCEPT	0	5	15	5	105.203616998
108.248232066	0.575238259999878	0.575238259999878	7	BALOON	5	ACCEPT	0	5	20	5	108.248232066
110.664095633	0.69739809299972	0.69739809299972	7	BALOON	5	ACCEPT	0	5	25	5	110.664095633
113.410890393	1.1075879189998	1.1075879189998	7	BALOON	28	CASHOUT	0	0	25	5	113.410890393
118.457672406	0.821821375999662	0.821821375999662	8	CONTROL	5	ACCEPT	1	0	0	0	118.457672406
120.807358759	0.322129330999815	0.322129330999815	8	CONTROL	5	ACCEPT	1	0	0	0	120.807358759
123.289410694	0.282079867999983	0.282079867999983	8	CONTROL	5	ACCEPT	1	0	0	0	123.289410694
124.795164148	0.468330000000151	0.468330000000151	8	CONTROL	5	ACCEPT	1	0	0	0	124.795164148
126.532658301	0.504829034000068	0.504829034000068	8	CONTROL	5	ACCEPT	1	0	0	0	126.532658301
133.167852456	0.781694062000042	0.781694062000042	9	CONTROL	5	ACCEPT	1	0	0	0	133.167852456
136.692383788	1.49311265300003	1.49311265300003	9	CONTROL	5	ACCEPT	1	0	0	0	136.692383788
139.455692208	0.815813866000099	0.815813866000099	9	CONTROL	5	ACCEPT	1	0	0	0	139.455692208
142.731977012	0.549551992000033	0.549551992000033	9	CONTROL	5	ACCEPT	1	0	0	0	142.731977012
146.306126645	0.537367380999967	0.537367380999967	9	CONTROL	28	CASHOUT	1	0	0	0	146.306126645
151.948574954	0.828928895999979	0.828928895999979	10	BALOON	5	ACCEPT	0	5	5	5	151.948574954
155.357217597	0.48627665199956	0.48627665199956	10	BALOON	5	ACCEPT	0	5	10	5	155.357217597
158.418401029	0.528092887000184	0.528092887000184	10	BALOON	5	ACCEPT	0	5	15	5	158.418401029
160.966623974	0.568868064000071	0.568868064000071	10	BALOON	5	ACCEPT	0	5	20	5	160.966623974
163.713403003	1.13509542299971	1.13509542299971	10	BALOON	28	CASHOUT	0	0	20	5	163.713403003
171.622828177	0.726670236000245	0.726670236000245	11	BALOON	5	ACCEPT	0	5	5	5	171.622828177
174.336487028	0.49500755300005	0.49500755300005	11	BALOON	5	ACCEPT	0	5	10	5	174.336487028
177.761695434	0.523805922000065	0.523805922000065	11	BALOON	5	ACCEPT	0	5	15	5	177.761695434
181.07105779	0.683421662000001	0.683421662000001	11	BALOON	5	ACCEPT	0	5	20	5	181.07105779
183.387664206	0.946877117999975	0.946877117999975	11	BALOON	28	CASHOUT	0	0	20	5	183.387664206
189.228708845	0.670786832999966	0.670786832999966	12	BALOON	5	ACCEPT	1	5	5	5	189.228708845
192.471863254	0.453661559000011	0.453661559000011	12	BALOON	5	ACCEPT	1	5	10	5	192.471863254
195.086306507	0.533189043999755	0.533189043999755	12	BALOON	5	ACCEPT	1	5	15	5	195.086306507
197.899296374	0	0	12	BALOON	n/a	EXPLODE	1	0	15	5	197.899296374
203.310101356	0.613401287000215	0.613401287000215	13	BALOON	5	ACCEPT	1	5	5	5	203.310101356
205.593542348	0.490958125999896	0.490958125999896	13	BALOON	5	ACCEPT	1	5	10	5	205.593542348
209.085011867	0	0	13	BALOON	n/a	EXPLODE	1	0	10	5	209.085011867
212.973517925	0.691982882000048	0.691982882000048	14	CONTROL	5	ACCEPT	1	0	0	0	212.973517925
221.097996156	0.524512079000033	0.524512079000033	15	BALOON	5	ACCEPT	1	5	5	5	221.097996156
223.265685246	0	0	15	BALOON	n/a	EXPLODE	1	0	5	5	223.265685246
228.759213473	0.482290623999688	0.482290623999688	16	CONTROL	5	ACCEPT	1	0	0	0	228.759213473
230.44702906	0.326477808999698	0.326477808999698	16	CONTROL	5	ACCEPT	1	0	0	0	230.44702906
232.035514805	0.29599240699963	0.29599240699963	16	CONTROL	5	ACCEPT	1	0	0	0	232.035514805
234.815429438	0.396070206999866	0.396070206999866	16	CONTROL	5	ACCEPT	1	0	0	0	234.815429438
237.19817244	0.886339189999944	0.886339189999944	16	CONTROL	28	CASHOUT	1	0	0	0	237.19817244
237.19817244	0.886339189999944	0.886339189999944	16	CONTROL	28	CASHOUT	1	0	0	0	237.19817244
237.19817244	0.886339189999944	0.886339189999944	16	CONTROL	28	CASHOUT	1	0	0	0	237.19817244
252.967302923	0.98420217299963	0.98420217299963	17	BALOON	5	ACCEPT	0	5	5	5	252.967302923
255.068725851	0.386792093999702	0.386792093999702	17	BALOON	5	ACCEPT	0	5	10	5	255.068725851
258.444316337	0.384197052999752	0.384197052999752	17	BALOON	5	ACCEPT	0	5	15	5	258.444316337
