onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02993	1.19373	0.02993	1.22366	3.21326	1.19373	1.61549	COLOR	3	greentriangle	green	triangle	1	5	1	0.42176	LONG	2	1	INCONGRUENT	NOSWITCH	0.02993	3.21326	1.22366
4.22449	1.19368	4.22449	5.41817	7.4243	1.19368	1.90254	C	1	redcircle	red	circle	4	28	2	0.70886	LONG	2	1	INCONGRUENT	NOSWITCH	4.22449	7.4243	5.41817
8.41905	0.19889	8.41905	8.61794	10.62403	0.19889	1.03981	SHAPE	4	greentriangle	green	triangle	1	28	2	0.84092	SHORT	1	1	INCONGRUENT	SWITCH	8.41905	10.62403	8.61794
12.61357	0.2155	12.61357	12.82907	14.81865	0.2155	1.2881	S	2	redtriangle	red	triangle	2	28	2	1.0726	SHORT	1	1	CONGRUENT	NOSWITCH	12.61357	14.81865	12.82907
16.82473	1.19365	16.82473	18.01838	20.0079	1.19365	2.00968	SHAPE	4	redtriangle	red	triangle	2	28	2	0.81603	LONG	2	1	CONGRUENT	NOSWITCH	16.82473	20.0079	18.01838
21.01926	1.19363	21.01926	22.21289	24.219	1.19363	1.8559	C	1	redcircle	red	circle	4	28	2	0.66227	LONG	2	1	INCONGRUENT	SWITCH	21.01926	24.219	22.21289
25.21377	1.19372	25.21377	26.40749	28.41357	1.19372	2.42032	COLOR	3	greencircle	green	circle	3	5	1	1.2266	LONG	2	1	CONGRUENT	NOSWITCH	25.21377	28.41357	26.40749
31.41438	1.21027	31.41438	32.62465	34.61417	1.21027	1.88559	C	1	redcircle	red	circle	4	28	2	0.67532	LONG	2	1	INCONGRUENT	NOSWITCH	31.41438	34.61417	32.62465
35.60892	0.215589999999999	35.60892	35.82451	37.81398	0.215589999999999	0.865669999999999	COLOR	3	redcircle	red	circle	4	28	2	0.65008	SHORT	1	1	INCONGRUENT	NOSWITCH	35.60892	37.81398	35.82451
38.82526	0.198920000000001	38.82526	39.02418	41.01378	0.198920000000001	0.839400000000001	C	1	greentriangle	green	triangle	1	28	2	0.64048	SHORT	1	0	INCONGRUENT	NOSWITCH	38.82526	41.01378	39.02418
43.01984	0.19896	43.01984	43.2188	45.2083	0.19896	1.54094	COLOR	3	greencircle	green	circle	3	5	1	1.34198	SHORT	1	1	CONGRUENT	NOSWITCH	43.01984	45.2083	43.2188
46.21959	1.19367	46.21959	47.41326	49.41939	1.19367	2.70313	SHAPE	4	greentriangle	green	triangle	1	5	1	1.50946	LONG	2	0	INCONGRUENT	SWITCH	46.21959	49.41939	47.41326
50.41413	0.19905	50.41413	50.61318	52.61917	0.19905	1.14217	S	2	redcircle	red	circle	4	28	2	0.94312	SHORT	1	0	INCONGRUENT	NOSWITCH	50.41413	52.61917	50.61318
54.60871	0.19896	54.60871	54.80767	56.81373	0.19896	1.19126	COLOR	3	redtriangle	red	triangle	2	28	2	0.9923	SHORT	1	1	CONGRUENT	SWITCH	54.60871	56.81373	54.80767
57.82499	0.19903	57.82499	58.02402	60.01348	0.19903	1.07382	C	1	greencircle	green	circle	3	28	2	0.87479	SHORT	1	0	CONGRUENT	NOSWITCH	57.82499	60.01348	58.02402
61.02481	1.19371	61.02481	62.21852	64.20803	1.19371	1.75173	COLOR	3	redcircle	red	circle	4	28	2	0.55802	LONG	2	1	INCONGRUENT	NOSWITCH	61.02481	64.20803	62.21852
65.21939	0.198909999999998	65.21939	65.4183	67.42442	0.198909999999998	1.49765	C	1	redtriangle	red	triangle	2	28	2	1.29874	SHORT	1	1	CONGRUENT	NOSWITCH	65.21939	67.42442	65.4183
68.41911	0.198999999999998	68.41911	68.61811	70.62417	0.198999999999998	0.198999999999998	S	2	redtriangle	red	triangle	2	n/a	0	n/a	SHORT	1	0	CONGRUENT	SWITCH	68.41911	70.62417	68.61811
