onset	duration	CueOnset	ProbeOnset	ITIOnset	CSIDuration	StimDuration	ColorShapeProbe	ProbeRecode	Stimulus	StimulusColor	StimulusShape	StimulusRecode	ButtonPressCode	RespRecode	ReactionTime	CSI	CSIRecode	CorrectResp	Congruency	Switching	CueOnset_noTriggerAdjust	ITIOnset_noTriggerAdjust	ProbeOnset_noTriggerAdjust
0.02994	1.19382	0.02994	1.22376	3.21328	1.19382	2.14904	COLOR	3	greencircle	green	circle	3	5	1	0.95522	LONG	2	1	INCONGRUENT	NOSWITCH	0.02994	3.21328	1.22376
4.208	1.21022	4.208	5.41822	7.42435	1.21022	1.6605	SHAPE	4	redcircle	red	circle	4	28	2	0.45028	LONG	2	1	CONGRUENT	SWITCH	4.208	7.42435	5.41822
8.41905	1.1937	8.41905	9.61275	11.61887	1.1937	2.54436	S	2	greencircle	green	circle	3	28	2	1.35066	LONG	2	1	INCONGRUENT	NOSWITCH	8.41905	11.61887	9.61275
12.61364	1.2103	12.61364	13.82394	15.81334	1.2103	1.87215	SHAPE	4	redcircle	red	circle	4	28	2	0.66185	LONG	2	1	CONGRUENT	NOSWITCH	12.61364	15.81334	13.82394
17.81952	1.19367	17.81952	19.01319	21.0193	1.19367	1.67043	S	2	greentriangle	green	triangle	1	5	1	0.47676	LONG	2	1	CONGRUENT	NOSWITCH	17.81952	21.0193	19.01319
22.014	1.21028	22.014	23.22428	25.2138	1.21028	1.88418	SHAPE	4	redcircle	red	circle	4	28	2	0.6739	LONG	2	1	CONGRUENT	NOSWITCH	22.014	25.2138	23.22428
26.22513	0.182410000000001	26.22513	26.40754	28.41357	0.182410000000001	1.43938	S	2	redtriangle	red	triangle	2	28	2	1.25697	SHORT	1	0	INCONGRUENT	NOSWITCH	26.22513	28.41357	26.40754
29.42495	1.19363	29.42495	30.61858	32.6247	1.19363	2.07856	C	1	redcircle	red	circle	4	28	2	0.88493	LONG	2	1	CONGRUENT	SWITCH	29.42495	32.6247	30.61858
34.61425	0.215520000000005	34.61425	34.82977	36.81922	0.215520000000005	1.48619000000001	COLOR	3	greencircle	green	circle	3	5	1	1.27067	SHORT	1	1	INCONGRUENT	NOSWITCH	34.61425	36.81922	34.82977
37.81403	0.215519999999998	37.81403	38.02955	40.01901	0.215519999999998	1.13467	C	1	greentriangle	green	triangle	1	5	1	0.91915	SHORT	1	1	CONGRUENT	NOSWITCH	37.81403	40.01901	38.02955
41.0138	0.199069999999999	41.0138	41.21287	43.21886	0.199069999999999	0.962629999999999	SHAPE	4	redtriangle	red	triangle	2	28	2	0.76356	SHORT	1	0	INCONGRUENT	SWITCH	41.0138	43.21886	41.21287
